timestep,mean_diff,std_diff,mean_diff_plus_std,mean_diff_minus_std
0,-82.87089999999989,54.14738898143689,-28.723511018563002,-137.0182889814368
1,-80.97699999999986,53.68056654746465,-27.29643345253521,-134.6575665474645
2,-78.8443000000002,55.693668989670776,-23.150631010329427,-134.537968989671
3,-82.80299999999988,55.58308189390988,-27.219918106090006,-138.38608189390976
4,-81.70330000000013,55.35906800175184,-26.34423199824829,-137.06236800175196
5,-74.9695999999999,56.32166516420395,-18.64793483579595,-131.29126516420385
6,-76.68209999999999,56.5679693525488,-20.11413064745119,-133.2500693525488
7,-77.6590000000001,54.47603742999603,-23.182962570004072,-132.13503742999615
8,-76.97880000000032,60.69217489965983,-16.286625100340487,-137.67097489966017
9,-78.0021999999999,56.503476553145084,-21.498723446854818,-134.50567655314498
10,-79.54660000000013,57.57497894395729,-21.971621056042835,-137.12157894395742
11,-75.91329999999971,58.66135550078004,-17.251944499219668,-134.57465550077976
12,-78.27300000000014,62.72925782115514,-15.543742178845001,-141.00225782115527
13,-78.9377000000004,64.11620593402654,-14.821494065973866,-143.05390593402694
14,-79.58950000000004,65.03916662267194,-14.550333377328101,-144.62866662267197
15,-82.5644000000002,65.58009918383601,-16.984300816164193,-148.14449918383622
16,-83.0311999999999,67.12826463457395,-15.902935365425947,-150.15946463457385
17,-84.35730000000012,68.03312173438539,-16.324178265614734,-152.3904217343855
18,-85.97389999999996,71.61554340515589,-14.358356594844068,-157.58944340515586
19,-88.52100000000019,72.63482817328536,-15.886171826714829,-161.15582817328556
20,-90.23099999999977,72.80210553481656,-17.428894465183205,-163.03310553481634
21,-89.91160000000036,76.85881889640304,-13.052781103597326,-166.77041889640338
22,-92.09929999999986,76.79049451104086,-15.308805488958996,-168.88979451104072
23,-94.72899999999981,77.40695567361021,-17.3220443263896,-172.13595567361003
24,-92.44180000000006,80.40883611931142,-12.03296388068864,-172.85063611931147
25,-96.03340000000026,77.11386095862792,-18.91953904137233,-173.14726095862818
26,-97.48270000000002,81.86406846189496,-15.618631538105063,-179.34676846189498
27,-97.3481999999999,80.80903049289165,-16.539169507108255,-178.15723049289156
28,-98.89159999999993,82.74662493506239,-16.14497506493754,-181.6382249350623
29,-96.45549999999957,81.1430913549966,-15.312408645002975,-177.5985913549962
30,-97.46119999999974,83.44468574314664,-14.0165142568531,-180.90588574314637
31,-102.31740000000036,87.37133164850302,-14.946068351497345,-189.6887316485034
32,-102.32870000000003,86.02049704475091,-16.308202955249115,-188.34919704475095
33,-101.16559999999981,86.20372699623105,-14.961873003768758,-187.36932699623088
34,-99.50660000000016,87.52936728408984,-11.977232715910318,-187.03596728409002
35,-103.50419999999986,89.07835567055164,-14.42584432944821,-192.5825556705515
36,-99.7213999999999,89.00176996127269,-10.719630038727217,-188.7231699612726
37,-100.53129999999965,89.78784485078955,-10.743455149210092,-190.3191448507892
38,-101.18650000000025,92.66171069424321,-8.52478930575704,-193.84821069424345
39,-100.05510000000004,92.64037662858256,-7.41472337141748,-192.69547662858258
40,-99.58359999999993,95.02393331590521,-4.559666684094722,-194.60753331590513
41,-95.67990000000009,91.99488342550768,-3.6850165744924084,-187.67478342550777
42,-93.30029999999988,94.47246179747,1.1721617974701246,-187.77276179746988
43,-87.00070000000005,96.39099157628475,9.390291576284696,-183.3916915762848
44,-86.45290000000023,94.017713608968,7.564813608967768,-180.47061360896822
45,-82.1506000000004,97.23652746569229,15.085927465691896,-179.38712746569269
46,-80.95319999999992,98.04765372549934,17.09445372549942,-179.00085372549927
47,-73.58130000000028,97.24318712672574,23.66188712672546,-170.824487126726
48,-69.69840000000022,101.38101120191013,31.682611201909907,-171.07941120191035
49,-64.82400000000007,101.47825724096387,36.6542572409638,-166.30225724096394
50,-56.12969999999996,102.6688280744029,46.53912807440294,-158.79852807440284
51,-46.86160000000018,100.33566506758451,53.474065067584334,-147.19726506758468
52,-41.44920000000002,103.03548227501018,61.58628227501016,-144.4846822750102
53,-31.571699999999964,104.78047865152227,73.20877865152231,-136.35217865152225
54,-21.066100000000006,106.46916096997072,85.40306096997071,-127.53526096997072
55,-12.3753999999999,108.38129695920878,96.00589695920888,-120.75669695920868
56,3.1430999999997766,108.88639692170597,112.02949692170574,-105.74329692170619
57,15.583299999999781,110.21093508983189,125.79423508983167,-94.62763508983211
58,28.946400000000267,113.93177254485292,142.8781725448532,-84.98537254485265
59,46.4371000000001,114.60983535719447,161.04693535719457,-68.17273535719437
60,65.59909999999945,117.14166659561234,182.74076659561177,-51.54256659561288
61,87.28269999999975,122.2129987708738,209.49569877087356,-34.930298770874046
62,107.45170000000053,127.16617606242983,234.61787606243035,-19.7144760624293
63,132.30000000000018,128.8608617345004,261.1608617345006,3.4391382654997926
64,162.4435999999996,136.34305291465515,298.7866529146547,26.10054708534446
65,189.34870000000046,137.03379872268957,326.38249872269,52.314901277310895
66,219.21459999999934,142.9702986064707,362.18489860647003,76.24430139352864
67,249.26299999999992,150.3164206287096,399.5794206287095,98.94657937129031
68,280.5630000000001,155.34057154718892,435.903571547189,125.22242845281119
69,309.60149999999976,161.3403695590242,470.941869559024,148.26113044097556
70,332.4353999999994,165.82246887110352,498.2578688711029,166.61293112889587
71,359.02600000000075,177.07827082422565,536.1042708242264,181.9477291757751
72,381.8247000000001,181.97460060101685,563.799300601017,199.85009939898328
73,398.27149999999983,193.9946677518431,592.2661677518429,204.27683224815672
74,417.15720000000056,198.73007845088875,615.8872784508893,218.4271215491118
75,434.7546000000002,210.2800411665263,645.0346411665265,224.4745588334739
76,450.20799999999963,220.55604325228202,670.7640432522817,229.6519567477176
77,462.28899999999976,236.6355934518275,698.9245934518273,225.65340654817226
78,475.84500000000025,253.89918135043308,729.7441813504333,221.94581864956717
79,491.85339999999997,268.0716163561506,759.9250163561505,223.78178364384934
80,515.2245999999996,287.91332936161257,803.1379293616121,227.311270638387
81,539.8623000000007,317.9730702232115,857.8353702232122,221.8892297767892
82,571.8154999999997,346.6641970841298,918.4796970841295,225.1513029158699
83,622.2050000000008,390.4335107440497,1012.6385107440506,231.7714892559511
84,675.7053999999998,448.96604007092765,1124.6714400709275,226.73935992907218
85,751.3279999999995,503.37724195665464,1254.7052419566542,247.95075804334488
86,858.8099999999995,589.5629339725095,1448.3729339725091,269.24706602748995
87,983.4650000000001,688.7717077889225,1672.2367077889226,294.6932922110776
88,1147.5679999999993,815.8511995207658,1963.4191995207652,331.7168004792335
89,1330.2620000000006,969.1364786773022,2299.3984786773026,361.12552132269843
90,1530.1689999999999,1162.3962495099938,2692.565249509994,367.77275049000605
91,1746.9150000000009,1387.1240777938938,3134.0390777938946,359.7909222061071
92,1961.0,1680.8855991332218,3641.885599133222,280.11440086677817
93,2199.817000000001,2035.505270067157,4235.322270067158,164.31172993284395
94,2407.6539999999986,2506.6009440880453,4914.254944088044,-98.94694408804662
95,2693.958999999999,3178.8716525600853,5872.830652560084,-484.91265256008637
96,3239.348000000002,4138.094515557972,7377.442515557974,-898.7465155579703
97,4438.669999999998,5644.3422333296285,10083.012233329628,-1205.6722333296302
98,6556.927,7871.047385834691,14427.974385834692,-1314.1203858346917
