timestep,mean,std,mean_plus_std,mean_minus_std,ci_upper,ci_lower
0,2515.609,50.085594,2565.6946,2465.5232,2525.42566317749,2505.79211026001
1,2519.7156,51.6809,2571.3965,2468.0347,2529.8450326843263,2509.5861196594237
2,2530.847,49.225117,2580.072,2481.6218,2540.4950467071535,2521.1988009490965
3,2539.733,50.796543,2590.5295,2488.9363,2549.6890326080324,2529.7767877044676
4,2547.9827,53.653774,2601.6365,2494.3289,2558.4988057708742,2537.4665262603758
5,2560.9875,53.106415,2614.094,2507.881,2571.39640612793,2550.57869152832
6,2569.3704,53.244854,2622.6152,2516.1255,2579.8063527069094,2558.9343699493406
7,2580.226,54.246853,2634.473,2525.9792,2590.8584573822022,2569.5936910552978
8,2594.218,55.585785,2649.8037,2538.6323,2605.1128314208986,2583.3232037353514
9,2605.9949,56.05606,2662.051,2549.9387,2616.981860961914,2595.007885131836
10,2623.806,55.191986,2678.9978,2568.614,2634.623537475586,2612.988278930664
11,2638.6562,57.43804,2696.0942,2581.2183,2649.914106170654,2627.398393829346
12,2653.75,54.871605,2708.6216,2598.8784,2664.504834564209,2642.995165435791
13,2665.3232,58.736378,2724.0596,2606.587,2676.8355722198485,2653.8109121551515
14,2684.912,58.078686,2742.9907,2626.8335,2696.2955317840574,2673.5286869659426
15,2701.1318,55.669613,2756.8015,2645.4622,2712.043080062866,2690.220591812134
16,2714.5823,58.423115,2773.0054,2656.1592,2726.0332058868407,2703.1313448944093
17,2735.7075,58.109554,2793.8171,2677.598,2747.0969921722412,2724.3180468902588
18,2756.6216,56.75873,2813.3804,2699.8628,2767.74629347229,2745.49687059021
19,2772.8887,56.661076,2829.5498,2716.2275,2783.99424269104,2761.78310105896
20,2793.0847,57.707214,2850.792,2735.3774,2804.395330810547,2781.774102783203
21,2813.044,55.192078,2868.236,2757.8518,2823.861592529297,2802.226298095703
22,2832.982,54.443672,2887.4255,2778.5383,2843.6528933410646,2822.3109738464354
23,2851.8076,56.092506,2907.9001,2795.715,2862.8017484436036,2840.8134859313964
24,2872.9663,54.223927,2927.1902,2818.7424,2883.594198196411,2862.338418991089
25,2890.6414,53.692963,2944.3342,2836.9485,2901.1651781005858,2880.1175367431642
