timestep,mean_diff,std_diff,mean_diff_plus_std,mean_diff_minus_std
0,-145.11119999999983,58.579564056490725,-86.5316359435091,-203.69076405649054
1,-141.2240999999999,60.00298038631102,-81.22111961368888,-201.22708038631094
2,-142.2484000000004,58.73476665258665,-83.51363334741376,-200.98316665258704
3,-140.65560000000005,60.41584917774396,-80.2397508222561,-201.071449177744
4,-137.56640000000016,63.84270129971797,-73.72369870028218,-201.40910129971815
5,-136.8795,62.586461958662866,-74.29303804133714,-199.4659619586629
6,-134.2878999999998,62.29391966847339,-71.99398033152642,-196.5818196684732
7,-132.86470000000008,63.89146840701041,-68.97323159298968,-196.75616840701048
8,-133.9375,67.10485835160316,-66.83264164839684,-201.04235835160316
9,-130.7564000000002,65.68771996631105,-65.06868003368916,-196.44411996631126
10,-136.21100000000024,64.96839131800245,-71.2426086819978,-201.17939131800267
11,-136.70669999999973,68.80640485423723,-67.9002951457625,-205.51310485423696
12,-136.70240000000013,66.5090525807039,-70.19334741929623,-203.21145258070402
13,-133.54340000000002,71.13965816570447,-62.403741834295545,-204.6830581657045
14,-137.51299999999992,71.20997031554907,-66.30302968445085,-208.722970315549
15,-139.83150000000023,71.10208165040696,-68.72941834959327,-210.93358165040718
16,-137.0398,74.50505850099303,-62.534741499006984,-211.54485850099303
17,-140.64480000000003,73.41774402249358,-67.22705597750645,-214.06254402249363
18,-145.4472999999998,74.53045868656183,-70.91684131343798,-219.97775868656163
19,-142.82130000000006,74.53015979320362,-68.29114020679644,-217.35145979320367
20,-143.98389999999972,76.19020571795524,-67.79369428204448,-220.17410571795494
21,-144.82960000000003,76.8182674327737,-68.01133256722633,-221.64786743277372
22,-143.85770000000002,77.41405575030404,-66.44364424969598,-221.27175575030407
23,-143.7822000000001,79.00606339880689,-64.77613660119322,-222.78826339880698
24,-141.1496000000002,77.68287517704628,-63.46672482295391,-218.8324751770465
25,-136.32180000000017,77.32510794393933,-58.99669205606084,-213.64690794393948
26,-140.61499999999978,79.64368021274004,-60.971319787259745,-220.25868021273982
27,-134.48749999999973,77.73342273602505,-56.75407726397468,-212.22092273602476
28,-133.64719999999988,81.6806940894044,-51.96650591059549,-215.32789408940428
29,-128.3107,79.48547659241976,-48.82522340758024,-207.79617659241976
30,-126.19290000000001,80.89450839163725,-45.29839160836276,-207.08740839163727
31,-123.7805000000003,81.23832946942699,-42.542170530573316,-205.0188294694273
32,-117.44970000000012,81.58627217464775,-35.863427825352375,-199.03597217464787
33,-114.95079999999962,83.61657977371017,-31.334220226289446,-198.56737977370977
34,-106.64840000000004,82.43085164801911,-24.217548351980923,-189.07925164801915
35,-105.91949999999997,83.36236037456123,-22.557139625438737,-189.2818603745612
36,-99.2204999999999,83.67855301382367,-15.541946986176228,-182.89905301382356
37,-92.79659999999967,82.78350434595745,-10.013095654042218,-175.58010434595712
38,-88.63079999999991,84.60199273823358,-4.028807261766332,-173.23279273823348
39,-79.50939999999991,85.27685043990843,5.767450439908515,-164.78625043990834
40,-76.49329999999964,85.5625689374166,9.069268937416965,-162.05586893741622
41,-68.62469999999985,82.90006374420346,14.275363744203617,-151.5247637442033
42,-57.24360000000024,85.72768852590116,28.484088525900916,-142.9712885259014
43,-48.11850000000004,86.1281241951441,38.009624195144056,-134.24662419514414
44,-40.858700000000226,82.71244950803248,41.85374950803225,-123.5711495080327
45,-29.552500000000236,84.85925663544776,55.30675663544753,-114.411756635448
46,-21.619700000000194,84.52555826713154,62.90585826713135,-106.14525826713174
47,-8.002500000000055,84.22675629742012,76.22425629742007,-92.22925629742018
48,5.453399999999874,87.60802178782974,93.06142178782962,-82.15462178782987
49,15.291699999999764,89.75291057432308,105.04461057432285,-74.46121057432332
50,32.74000000000024,88.67737168825718,121.41737168825742,-55.937371688256945
51,44.61959999999999,88.25917084050643,132.87877084050643,-43.63957084050644
52,64.93170000000009,88.60159993172992,153.53329993173003,-23.66989993172983
53,80.89060000000018,90.38761341716472,171.2782134171649,-9.497013417164538
54,103.07819999999992,91.83602699025911,194.91422699025904,11.24217300974081
55,119.72879999999986,91.42346280171527,211.15226280171515,28.30533719828459
56,143.63869999999997,93.54057723825153,237.1792772382515,50.09812276174844
57,165.19830000000002,93.8561500280678,259.05445002806783,71.34214997193222
58,192.26750000000038,96.11221917729765,288.37971917729806,96.15528082270274
59,219.89019999999982,98.95516847078783,318.84536847078766,120.935031529212
60,249.70819999999958,97.72295574962773,347.4311557496273,151.98524425037186
61,281.48039999999946,100.51434241907269,381.99474241907217,180.96605758092676
62,314.9209000000001,103.84061099747825,418.76151099747835,211.08028900252182
63,352.64400000000023,106.33278429052127,458.9767842905215,246.31121570947897
64,392.9386999999997,112.10462492679818,505.0433249267979,280.8340750732015
65,432.1880000000001,111.42061438838059,543.6086143883807,320.7673856116195
66,469.6309000000001,114.20381915335625,583.8347191533563,355.4270808466439
67,513.9785000000002,118.1859814724346,632.1644814724348,395.79251852756556
68,555.5690000000004,121.28677251616226,676.8557725161627,434.28222748383814
69,592.7884999999997,128.323462685274,721.1119626852736,464.4650373147257
70,635.2826999999997,131.69986345989315,766.9825634598928,503.5828365401066
71,673.6260000000002,137.22835456301308,810.8543545630133,536.3976454369871
72,713.7992999999997,138.68613146012004,852.4854314601197,575.1131685398797
73,747.1695,147.44828716948055,894.6177871694805,599.7212128305194
74,786.2985000000008,148.87529939862054,935.1737993986213,637.4232006013802
75,828.6286,157.66940630945655,986.2980063094566,670.9591936905434
76,864.8705,166.05273381574452,1030.9232338157444,698.8177661842554
77,915.29,173.64229717356224,1088.9322971735621,741.6477028264377
78,960.5167000000001,181.99552637908275,1142.512226379083,778.5211736209174
79,1011.5110000000004,191.6889254557863,1203.1999254557868,819.8220745442142
80,1079.0815999999995,204.3642346784192,1283.4458346784188,874.7173653215804
81,1139.3320000000003,221.77336695315805,1361.1053669531584,917.5586330468423
82,1224.38,245.56416590031475,1469.9441659003148,978.8158340996854
83,1317.7630000000008,271.03658465710714,1588.799584657108,1046.7264153428937
84,1423.6076999999996,306.7813130426189,1730.3890130426184,1116.8263869573807
85,1548.8747000000003,351.66154435837876,1900.536244358379,1197.2131556416216
86,1702.1550000000007,406.04948548843646,2108.204485488437,1296.1055145115643
87,1867.634,482.54703899184676,2350.181038991847,1385.0869610081531
88,2073.199999999999,578.9914247776214,2652.1914247776203,1494.2085752223775
89,2277.4030000000002,704.6968599747341,2982.0998599747345,1572.706140025266
90,2478.2390000000014,862.6413561381796,3340.880356138181,1615.5976438618218
91,2672.1540000000005,1058.7923673829587,3730.946367382959,1613.3616326170418
92,2822.919,1296.3637548884265,4119.282754888426,1526.5552451115734
93,2926.6000000000004,1610.433819412139,4537.03381941214,1316.1661805878614
94,2948.8230000000003,2048.117098209377,4996.9400982093775,900.7059017906231
95,2993.571,2661.038016206127,5654.609016206126,332.532983793873
96,3312.5080000000016,3602.047199916847,6914.555199916849,-289.5391999168455
97,4570.261999999999,5053.860432136932,9624.12243213693,-483.5984321369333
98,7435.558000000001,7066.424485112196,14501.982485112196,369.1335148878052
