timestep,mean_diff,std_diff,mean_diff_plus_std,mean_diff_minus_std
0,-95.43989999999985,56.778779214034394,-38.66112078596546,-152.21867921403424
1,-94.96349999999984,58.50599242233426,-36.45750757766558,-153.4694924223341
2,-93.82500000000027,58.415006591882836,-35.40999340811744,-152.24000659188312
3,-91.26589999999987,58.50267336286399,-32.76322663713589,-149.76857336286386
4,-89.58960000000025,62.614345424204,-26.97525457579625,-152.20394542420425
5,-87.44799999999987,60.28040695668311,-27.167593043316757,-147.728406956683
6,-88.10960000000023,59.78468698311467,-28.32491301688556,-147.8942869831149
7,-87.95190000000002,59.988471907312466,-27.963428092687558,-147.94037190731248
8,-85.36210000000028,65.82007061000975,-19.54202938999053,-151.18217061001002
9,-80.69309999999996,64.4486353728675,-16.24446462713246,-145.14173537286746
10,-84.75560000000041,64.16493909286676,-20.590660907133653,-148.92053909286716
11,-86.08489999999983,66.91697552408345,-19.16792447591638,-153.0018755240833
12,-83.22170000000006,65.18731245671438,-18.034387543285675,-148.40901245671444
13,-85.08590000000004,67.44607230769807,-17.639827692301964,-152.5319723076981
14,-84.10170000000016,66.2908513289525,-17.810848671047665,-150.39255132895266
15,-87.56620000000021,69.36825537278179,-18.19794462721842,-156.934455372782
16,-85.83750000000009,71.27132417138866,-14.566175828611435,-157.10882417138873
17,-87.77350000000024,68.92304951609131,-18.85045048390893,-156.69654951609155
18,-90.0317,71.24801819463332,-18.783681805366683,-161.27971819463332
19,-87.03420000000006,71.22006855789894,-15.814131442101115,-158.254268557899
20,-86.82119999999986,72.19242243304102,-14.628777566958846,-159.0136224330409
21,-86.88370000000032,74.7898697236061,-12.093830276394215,-161.67356972360642
22,-83.12469999999985,76.370159128003,-6.754540871996852,-159.49485912800284
23,-86.48680000000013,76.7663839165823,-9.720416083417831,-163.25318391658243
24,-82.13930000000028,75.95324639199434,-6.186053608005935,-158.09254639199463
25,-77.78340000000026,76.14949875513895,-1.6339012448613062,-153.9328987551392
26,-81.39159999999993,78.29178628324685,-3.0998137167530757,-159.68338628324676
27,-76.58429999999998,75.27605323901835,-1.308246760981632,-151.86035323901834
28,-73.03740000000016,79.89404810140432,6.856648101404161,-152.9314481014045
29,-69.51549999999997,78.04205827153359,8.526558271533617,-147.55755827153357
30,-65.95800000000008,79.82416733433178,13.866167334331692,-145.78216733433186
31,-60.33620000000019,80.22027413265961,19.88407413265942,-140.5564741326598
