timestep,mean,std,mean_plus_std,mean_minus_std,ci_upper,ci_lower
0,1846.9186,22.446707,1869.3652,1824.4719,1851.3181336288453,1842.5190245742797
1,2447.8489,50.793026,2498.6418,2397.056,2457.804310043335,2437.893443862915
2,3055.9512,89.82351,3145.7747,2966.1277,3073.5565796813967,3038.3457640686033
3,3672.0115,128.81038,3800.8218,3543.2012,3697.258308898926,3646.764640319824
4,4301.3457,166.31192,4467.6577,4135.0337,4333.942839477539,4268.748566772461
5,4940.959,204.89348,5145.8525,4736.0654,4981.118106140137,4900.799862609863
6,5590.1963,244.55829,5834.7544,5345.638,5638.129713623047,5542.262864501953
7,6249.523,284.93222,6534.455,5964.591,6305.369664428711,6193.676234008789
8,6921.5244,325.46317,7246.988,6596.061,6985.315194458008,6857.733633666992
9,7607.3657,365.28925,7972.655,7242.0767,7678.962414794922,7535.769030517578
10,8302.48,408.47177,8710.952,7894.009,8382.540935913086,8222.420001586914
11,9012.619,450.647,9463.267,8561.972,9100.94595324707,8924.29232800293
12,9738.912,494.48364,10233.3955,9244.429,9835.830903320313,9641.993315429687
13,10481.603,538.1973,11019.8,9943.405,10587.08921508789,10376.11586303711
14,11236.675,581.01605,11817.69,10655.659,11350.553950927735,11122.795658447265
15,12010.426,624.6429,12635.068,11385.783,12132.855786376953,11887.995776123047
16,12799.93,669.57635,13469.506,12130.354,12931.166653076172,12668.692721923828
17,13608.378,710.709,14319.087,12897.669,13747.676890625,13469.07896875
18,14435.449,752.7154,15188.165,13682.733,14582.981435791016,14287.917001708984
19,15282.8125,795.49365,16078.307,14487.318,15438.729255859374,15126.895744140626
20,16149.695,839.6422,16989.338,15310.053,16314.265186035156,15985.125438964844
21,17036.314,885.5398,17921.854,16150.774,17209.880252929688,16862.748653320312
22,17942.55,929.60913,18872.16,17012.941,18124.75417089844,17760.34739160156
23,18874.855,973.63086,19848.486,17901.225,19065.6871171875,18684.0238203125
24,19826.645,1018.79456,20845.44,18807.85,20026.328264160155,19626.960798339845
25,20801.621,1062.8395,21864.46,19738.781,21009.937631347657,20593.304556152343
26,21803.332,1104.6628,22907.994,20698.67,22019.845948242186,21586.818114257814
27,22829.02,1149.4166,23978.436,21679.604,23054.305189941406,22603.733872558594
28,23878.492,1191.3818,25069.875,22687.11,24112.00302734375,23644.98134765625
29,24953.16,1233.2212,26186.38,23719.94,25194.871509765624,24711.448802734376
30,26054.373,1274.6117,27328.984,24779.762,26304.196938964844,25804.549154785156
31,27181.768,1317.7776,28499.545,25863.99,27440.05198535156,26923.48317089844
32,28336.982,1360.3552,29697.338,26976.627,28603.612045898437,28070.352797851563
33,29521.393,1402.0332,30923.426,28119.36,29796.1910859375,29246.5940703125
34,30733.404,1444.0487,32177.453,29289.355,31016.43784326172,30450.37075048828
35,31973.098,1486.0729,33459.17,30487.025,32264.367939941407,31681.827372558593
36,33243.508,1528.5702,34772.08,31714.938,33543.10756982422,32943.90805517578
37,34543.82,1571.4634,36115.285,32972.355,34851.82713476563,34235.81349023437
38,35873.414,1613.9731,37487.387,34259.44,36189.75279882812,35557.07532617188
39,37236.062,1656.1487,38892.21,35579.914,37560.66764160156,36911.45735839844
40,38632.543,1700.9845,40333.527,36931.56,38965.93593017578,38299.15000732422
41,40061.297,1742.9683,41804.266,38318.33,40402.918654296875,39719.675095703125
42,41523.4,1786.9836,43310.383,39736.414,41873.64723144531,41173.14964355469
43,43022.145,1830.5692,44852.715,41191.574,43380.93609716797,42663.35296533203
44,44554.586,1874.6558,46429.242,42679.93,44922.01846679687,44187.15340820313
45,46125.324,1917.9475,48043.273,44207.375,46501.241930664066,45749.406506835934
46,47733.16,1961.1373,49694.297,45772.023,48117.543072753906,47348.777239746094
47,49380.645,2006.0261,51386.67,47374.617,49773.82565136719,48987.46341113281
48,51068.926,2050.6357,53119.562,49018.29,51470.85038671875,50667.00117578125
49,52796.535,2096.8672,54893.402,50699.668,53207.521125,52385.5491875
50,54567.8,2142.937,56710.74,52424.863,54987.816435546876,54147.785126953124
51,56384.297,2189.1282,58573.426,54195.168,56813.365997070316,55955.227752929684
52,58246.83,2235.3894,60482.22,56011.438,58684.964448242186,57808.691801757814
53,60156.78,2283.0852,62439.867,57873.695,60604.26595019531,59709.29654980469
54,62113.945,2332.2036,64446.15,59781.742,62571.05722070312,61656.83340429688
55,64122.48,2383.0115,66505.49,61739.47,64589.55071777344,63655.41021972656
56,66182.15,2432.07,68614.22,63750.08,66658.83417089844,65705.46270410156
57,68295.24,2482.4844,70777.73,65812.76,68781.809125,67808.67525
58,70463.77,2532.4822,72996.26,67931.29,70960.13994433594,69967.40693066406
59,72694.92,2582.468,75277.39,70112.45,73201.08560644531,72188.75814355469
60,74987.49,2637.6978,77625.19,72349.8,75504.48094726562,74470.50342773438
61,77342.06,2695.7107,80037.77,74646.35,77870.42179589844,76813.70320410156
62,79762.15,2755.8015,82517.95,77006.34,80302.28553417968,79222.01134082032
63,82250.65,2821.208,85071.86,79429.44,82803.60520703124,81697.69166796876
64,84811.77,2887.0112,87698.78,81924.766,85377.62763867188,84245.91923632812
65,87448.48,2955.8564,90404.336,84492.62,88027.82442578125,86869.12869921875
66,90165.47,3029.1184,93194.586,87136.35,90759.1759580078,89571.7615419922
67,92964.66,3109.4072,96074.06,89855.25,93574.10006640624,92355.21243359376
68,95847.91,3196.5537,99044.46,92651.35,96474.43077734375,95221.38172265625
69,98823.99,3287.883,102111.875,95536.11,99468.41726660157,98179.56710839843
70,101899.51,3383.7107,105283.22,98515.8,102562.71510839844,101236.30051660156
71,105086.6,3489.5593,108576.164,101597.04,105770.55519042969,104402.64793457031
72,108387.61,3600.23,111987.836,104787.38,109093.25445117187,107681.96429882813
73,111810.84,3719.89,115530.734,108090.95,112539.94216894532,111081.74533105468
74,115370.88,3850.4565,119221.336,111520.43,116125.57229492188,114616.19333007812
75,119077.11,3988.4084,123065.516,115088.7,119858.83743066406,118295.38131933594
76,122941.57,4137.6963,127079.266,118803.875,123752.55878515624,122130.58183984376
77,126981.25,4295.511,131276.77,122685.74,127823.17020117187,126139.32979882813
78,131211.02,4466.018,135677.03,126745.0,132086.35516601562,130335.67608398438
79,135649.83,4652.0596,140301.89,130997.766,136561.63180078124,134738.02444921876
