timestep,mean,std,mean_plus_std,mean_minus_std,ci_upper,ci_lower
0,1531.6132,56.25616,1587.8693,1475.357,1542.63936668396,1520.586951675415
1,2348.505,21.59802,2370.1028,2326.907,2352.738094841003,2344.271670783997
2,3175.973,56.70715,3232.68,3119.2659,3187.0875016937257,3164.8582990875243
3,4010.973,105.857,4116.83,3905.116,4031.720872833252,3990.224927947998
4,4855.1216,156.69128,5011.813,4698.43,4885.833073730469,4824.410090332031
5,5704.5605,208.84622,5913.4067,5495.7144,5745.49440637207,5663.62668737793
6,6561.9507,261.5611,6823.5117,6300.3896,6613.216658447265,6510.684708740235
7,7426.5107,314.8445,7741.3555,7111.666,7488.220266723632,7364.801217651368
8,8300.303,371.62115,8671.924,7928.6816,8373.140480712891,8227.464988037109
9,9179.153,425.4251,9604.578,8753.729,9262.536641845703,9095.769998779297
10,10062.137,480.40887,10542.546,9581.728,10156.296858154297,9967.976579345703
11,10952.315,537.8758,11490.191,10414.439,11057.739085205078,10846.891774169922
12,11848.107,592.69135,12440.799,11255.416,11964.274925537109,11731.939918212891
13,12750.166,649.2696,13399.436,12100.896,12877.42285571289,12622.90917553711
14,13659.847,707.3473,14367.194,12952.499,13798.486748535157,13521.206610839843
15,14569.418,761.58936,15331.008,13807.828,14718.689482421874,14420.146455078126
16,15490.402,818.38116,16308.783,14672.021,15650.805052001953,15329.999635498047
17,16423.53,879.7135,17303.242,15543.815,16595.953143066406,16251.105450683594
18,17361.623,936.42053,18298.043,16425.203,17545.161471191408,17178.084622558592
19,18308.605,993.9828,19302.588,17314.623,18503.426095214843,18113.784842285157
20,19261.443,1054.7505,20316.193,18206.693,19468.174455078126,19054.712263671874
21,20230.871,1116.2687,21347.14,19114.602,20449.65975439453,20012.08243310547
22,21211.186,1184.0067,22395.191,20027.18,21443.250862792967,20979.120230957033
23,22207.168,1252.3147,23459.482,20954.854,22452.62164941406,21961.71428808594
24,23219.242,1319.4812,24538.723,21899.762,23477.86050292969,22960.62387207031
25,24240.645,1389.7177,25630.361,22850.928,24513.02919091797,23968.25987158203
26,25285.02,1460.8568,26745.877,23824.162,25571.347466308594,24998.691596191406
27,26346.086,1536.328,27882.414,24809.758,26647.20622607422,26044.96564892578
28,27430.11,1611.7258,29041.836,25818.383,27746.00763769531,27114.21111230469
29,28534.756,1687.8538,30222.61,26846.902,28865.57519628906,28203.93652246094
30,29660.01,1767.2177,31427.227,27892.793,30006.38442529297,29313.63510595703
31,30810.494,1842.7025,32653.197,28967.791,31171.663833496095,30449.324447753905
32,31994.01,1917.8455,33911.855,30076.164,32369.907475585936,31618.112055664064
33,33203.11,1996.3081,35199.418,31206.8,33594.385763671875,32811.832986328125
34,34439.914,2078.6333,36518.547,32361.281,34847.326189453124,34032.501935546876
35,35707.934,2159.7734,37867.707,33548.16,36131.2491875,35284.618
36,37011.01,2242.228,39253.24,34768.785,37450.48841210938,36571.53502539062
37,38343.316,2324.9685,40668.285,36018.348,38799.01023339844,37887.62257910156
38,39711.77,2407.8618,42119.633,37303.906,40183.71044726563,39239.82861523437
39,41111.64,2495.221,43606.863,38616.418,41600.703930664065,40622.577319335935
40,42547.676,2579.2349,45126.91,39968.44,43053.205814453126,42042.145748046874
41,44020.88,2662.2847,46683.164,41358.594,44542.68670117187,43499.07111132813
42,45528.33,2747.9832,48276.312,42780.344,46066.93282324219,44989.72342675781
43,47075.656,2830.9966,49906.652,44244.66,47630.531580078125,46520.780919921875
44,48663.07,2911.7664,51574.836,45751.305,49233.77651855469,48092.36410644531
45,50290.203,2988.793,53278.996,47301.41,50876.006546875,49704.399703125
46,51958.086,3067.0347,55025.12,48891.05,52559.22473242188,51356.94714257812
