timesteps,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
74,2360.1157,3183.798,4030.232,4897.288,5782.7437,6676.8843,7575.2905,8488.734,9404.689,10332.315,11287.619,12242.029,13202.873,14191.492,15189.014,16177.504,17204.988,18230.76,19290.482,20320.543,21404.021,22448.416,23494.87,24587.914,25655.838,26793.598,27857.734,28924.559,29928.98,30989.016,32013.682,33046.13,34036.945,35125.93,36160.07,37102.582,38074.066,39061.34,40036.516,40827.08,41639.97,42528.918,43235.023,43953.117,44504.562,45104.645,45720.55,46160.52,46709.203,46914.12,47135.242,47709.67,48018.695,48042.28,48160.914,48211.117,48420.812,48392.688,48411.242,48391.188,48558.207,48504.89,48388.93,48622.844,48937.63,49242.074,49594.824,49978.438,50895.305,52027.746,53453.016,54559.06,56029.16,57623.516,59459.22,61106.984,62944.742,64919.51,67132.09,69368.83,71866.586,74165.78,77010.87,79979.99,83279.02,86868.36,90680.59,95045.586,99848.54,104895.09,110567.914,116609.445,123454.51,131079.69,140293.94,150480.38,162924.06,178122.94,196740.12,219987.1
75,2483.5386,3275.1309,4087.266,4922.284,5759.785,6605.7285,7477.891,8353.448,9254.127,10160.638,11093.049,12043.22,12993.763,13956.578,14936.427,15950.361,16976.645,18009.486,19054.52,20089.344,21122.375,22160.393,23227.26,24316.035,25374.299,26434.88,27472.922,28552.914,29633.836,30671.84,31718.123,32757.47,33765.914,34787.668,35763.027,36767.387,37716.887,38638.883,39620.023,40517.38,41397.586,42368.95,43319.426,44187.746,45127.36,46085.95,46895.484,47800.68,48730.56,49795.46,50753.688,51554.0,52374.266,53217.895,54054.312,54882.766,55722.45,56606.656,57475.36,58419.305,59319.383,59802.27,60663.215,61526.652,62490.87,63495.523,64523.0,65464.715,66411.19,67520.9,68524.11,69603.63,71152.13,72550.79,74015.42,75423.47,77319.3,79302.6,81390.2,84044.8,86559.09,89458.445,92469.36,95895.13,99689.51,103887.3,108336.47,113362.0,118453.93,124388.766,130991.07,138465.25,146832.55,156191.48,166915.61,179584.95,194526.81,212654.22,234935.08,263478.03
76,2559.6775,3376.2942,4201.0903,5031.9424,5885.7183,6749.498,7616.8535,8488.312,9380.829,10290.532,11229.373,12167.0625,13111.98,14074.857,15056.949,16021.158,17031.922,17992.004,19002.8,19984.488,20991.768,21961.66,22933.941,23911.055,24892.041,25783.037,26749.977,27716.195,28699.326,29563.264,30535.305,31452.293,32402.47,33402.21,34214.945,35079.168,35952.793,36664.934,37458.074,38117.96,38852.47,39384.664,39998.195,40643.996,41101.438,41589.945,42045.984,42232.152,42686.434,43087.246,43579.965,43826.332,44112.39,44440.53,44693.24,45019.637,45378.918,45451.117,45468.75,45033.082,44320.47,43862.17,43343.918,42961.41,42962.57,42941.348,42981.145,43148.074,42388.14,42234.832,42076.56,41948.71,41942.727,41983.324,41955.707,42289.223,42439.1,42938.586,43177.938,43812.73,44375.133,45007.03,45947.21,47254.766,48978.668,50868.65,53345.453,55925.016,58871.293,62444.297,66397.77,70937.336,75956.75,81674.234,88163.805,95758.58,104185.484,114088.71,125381.88,139172.11
77,2227.33,3027.1963,3850.7197,4669.565,5500.284,6346.076,7216.8564,8088.757,8970.305,9867.711,10771.7295,11691.841,12634.718,13593.685,14577.367,15536.044,16516.588,17469.518,18471.785,19491.547,20478.799,21481.57,22494.43,23511.617,24534.047,25520.646,26503.81,27508.74,28434.033,29381.223,30324.166,31308.6,32155.684,33115.516,34024.016,35003.95,36011.85,36876.4,37883.59,38816.23,39825.594,40613.098,41560.797,42405.168,43181.953,44044.125,44977.348,45862.594,46711.72,47732.03,48437.676,49194.83,49922.266,50748.69,51474.984,51975.273,52717.38,53632.418,54486.23,55551.44,56757.1,57745.58,58703.133,59566.19,60508.176,61761.938,62675.516,63871.457,64665.9,65414.105,65998.195,66443.57,67170.97,68002.67,68992.89,70450.92,71533.15,72750.336,74007.17,75337.51,77123.914,79053.17,81083.16,83210.29,85362.586,87940.64,90967.27,94338.82,98171.58,102501.62,107292.234,112409.14,118281.06,125215.47,133263.84,142829.56,154313.03,167972.05,185098.4,207390.98
78,2527.601,3301.7063,4076.6533,4866.8945,5675.499,6489.437,7307.8193,8158.475,9006.482,9885.614,10775.429,11653.447,12580.636,13498.971,14418.6,15376.338,16332.561,17296.334,18272.06,19260.924,20253.037,21269.76,22269.852,23266.27,24303.838,25322.924,26350.525,27426.967,28501.12,29584.363,30667.129,31796.719,32865.74,33970.266,35117.17,36251.656,37375.25,38541.773,39670.348,40846.215,41966.8,43121.16,44198.15,45397.633,46496.812,47687.473,48813.977,50011.95,51222.406,52379.258,53659.035,54817.02,55966.1,57177.523,58391.98,59502.746,60851.844,62078.395,63319.29,64515.32,65787.945,67098.375,68448.33,69840.8,71228.48,72595.664,74076.45,75457.31,76806.7,78207.33,79709.984,81225.37,82938.98,84713.66,86434.55,88531.445,90819.41,93161.36,95710.2,98429.28,101289.92,104377.66,107604.7,111108.08,114866.81,118790.67,122880.055,127220.96,131872.31,136865.38,142277.52,148045.88,154355.61,161242.12,168765.66,177032.84,186192.86,196138.19,207471.98,219951.38
79,2617.0894,3379.116,4155.462,4943.3564,5749.0703,6562.1997,7412.7827,8267.298,9110.015,9978.793,10877.779,11776.045,12683.893,13613.824,14559.508,15500.727,16450.879,17424.494,18384.38,19323.307,20293.523,21214.084,22108.486,23061.957,23912.543,24908.664,25722.562,26641.656,27488.633,28325.79,29120.844,29926.398,30699.889,31425.582,31980.842,32769.246,33307.12,33874.1,34621.926,35365.895,35962.348,36643.703,37295.46,37869.055,38290.03,38865.81,39319.727,39771.066,40113.902,40497.945,41056.137,41647.945,42104.445,42459.93,42708.758,43215.766,43671.902,44263.887,44976.812,45623.06,46039.79,46710.293,47250.59,47886.266,48369.207,48833.45,49287.69,49382.133,49842.977,49944.41,50281.22,50455.895,50518.773,50482.188,50655.75,50896.332,51111.867,51373.473,51512.15,52207.42,52964.535,53914.707,55200.97,56900.887,58411.78,60407.402,62782.125,65575.52,69028.086,72761.27,77098.26,81861.43,87464.56,93940.92,101136.01,109580.836,119428.37,130841.45,144309.0,160116.62
80,2381.9707,3142.3564,3922.5796,4733.1836,5552.507,6389.2705,7236.8687,8120.388,9011.826,9911.895,10820.003,11744.217,12681.963,13641.212,14614.932,15546.491,16481.318,17424.088,18334.787,19283.496,20257.648,21240.78,22215.986,23207.094,24212.91,25193.838,26202.152,27216.475,28202.605,29216.605,30189.688,31162.34,32176.688,33118.99,34064.715,35008.7,35955.152,36996.906,37946.684,38919.746,39867.93,40833.2,41687.48,42597.652,43441.66,44356.637,45078.57,45871.11,46656.574,47518.562,48381.35,49262.438,50144.773,50970.547,51728.59,52375.26,53117.8,53922.44,54709.844,55332.977,56024.14,56698.184,57334.098,57943.773,58480.766,59157.465,59992.152,60575.152,60820.33,61491.754,62307.617,63095.6,63738.332,64919.24,65874.266,66882.484,68093.87,69201.77,70750.91,72215.28,74057.25,76072.125,78143.94,80467.586,82964.89,85998.445,89631.14,93355.87,97450.14,102051.37,107068.41,112529.42,119054.36,126119.19,134368.02,144037.89,155760.45,169967.14,187207.5,208494.7
81,2401.0923,3170.2297,3997.8801,4833.2856,5662.459,6528.6133,7412.3633,8286.549,9195.57,10113.2705,11043.521,11981.698,12926.991,13870.678,14840.13,15785.666,16729.33,17739.098,18665.088,19623.998,20588.232,21560.01,22565.293,23576.096,24498.54,25414.154,26383.34,27259.25,28221.393,29190.113,30105.754,30914.076,31744.014,32593.441,33304.953,33942.117,34497.848,34959.703,35585.64,35790.785,36189.598,36540.727,36857.61,37044.363,37210.207,37384.957,37460.383,37918.906,38077.836,38212.54,38265.293,38435.02,38543.855,38451.82,38752.7,38949.844,39305.09,39350.867,39772.324,40051.258,40747.203,41429.457,41970.105,42437.89,42828.805,43300.695,43324.52,43276.055,43300.832,43090.242,42597.504,42682.637,42357.37,42227.234,42392.062,42832.215,43163.973,43782.06,44133.832,45292.61,46275.047,47426.234,49028.387,50112.203,51542.56,53522.06,56006.188,58858.996,62696.3,66996.69,71681.02,76772.31,82718.91,89680.78,97395.414,106602.6,118241.13,132405.6,150842.11,173735.47
82,2304.416,3111.312,3926.2004,4748.3374,5581.202,6418.887,7288.031,8173.916,9061.518,9952.387,10855.805,11783.9375,12709.6875,13642.159,14605.235,15576.681,16570.39,17547.15,18554.744,19544.965,20554.262,21559.303,22593.178,23533.465,24495.441,25485.547,26467.758,27498.406,28452.291,29438.252,30412.299,31399.986,32444.736,33422.52,34379.82,35302.887,36276.37,37204.676,38197.07,38938.16,39838.652,40655.215,41535.66,42440.043,43181.656,43950.01,44834.86,45640.367,46497.984,47402.53,48312.285,49209.426,50105.438,50771.98,51651.508,52583.293,53622.305,54083.086,54869.54,55754.934,56885.0,58280.617,59429.633,60826.406,62031.98,63249.676,64571.1,65902.18,67472.734,69074.21,70781.26,72480.08,74391.23,76420.336,78545.43,80700.92,83143.83,85844.32,88665.266,91632.266,94883.76,98449.49,102354.6,106589.35,110967.234,115829.94,120955.61,126654.91,132754.25,139198.44,146076.3,153658.61,161750.23,170966.58,181207.62,192585.14,205541.5,220384.62,237507.84,257903.88
83,2498.4956,3294.3057,4106.9766,4915.3228,5737.4287,6578.199,7440.458,8324.447,9198.323,10085.922,10990.077,11906.898,12834.937,13792.906,14754.142,15742.913,16739.102,17741.61,18759.533,19754.17,20772.125,21774.562,22793.459,23817.625,24811.12,25867.785,26895.174,27919.947,28998.582,29992.875,31082.371,32188.404,33276.484,34366.996,35492.83,36564.527,37567.035,38575.36,39596.95,40498.74,41503.473,42432.023,43340.605,44156.95,44980.25,45742.977,46624.66,47530.58,48274.49,48941.004,49807.637,50691.43,51539.38,52379.758,53080.4,54033.48,54817.52,55623.883,56434.78,57424.043,58380.73,59446.387,60409.047,61300.31,62370.277,63581.805,64396.42,65388.195,66256.51,67556.055,68922.44,70327.36,71624.984,73295.76,75005.16,76866.97,78801.92,80981.2,83356.28,85834.14,88282.53,91142.91,94238.51,97543.96,101007.85,104704.5,108720.85,112855.66,117736.58,122569.586,128088.09,134110.42,140650.58,147909.52,156211.98,165699.19,176730.1,189506.88,204818.33,223469.33
84,2435.9624,3237.876,4074.94,4911.46,5756.005,6613.3794,7485.9336,8371.246,9256.116,10163.138,11087.565,12016.079,12959.117,13916.438,14891.749,15858.783,16837.191,17825.086,18824.48,19860.076,20835.322,21845.611,22834.219,23838.635,24835.82,25876.492,26909.414,27920.174,28992.36,30008.86,31037.102,32090.783,33053.312,34077.81,35101.383,36109.156,37042.727,37947.453,38987.54,39966.727,40966.473,41909.094,42799.87,43785.73,44801.266,45630.09,46457.664,47351.42,48085.215,49106.65,50074.848,50854.414,51846.57,52474.438,53418.21,54286.316,55325.207,56358.71,57248.625,58268.938,59534.54,60700.15,61884.633,63127.348,64613.92,66160.16,67676.72,69016.84,70413.64,71984.6,73673.73,75425.15,77022.07,78954.7,80893.664,82960.08,85363.32,87776.79,90450.945,93321.29,96269.48,99478.48,102850.83,106457.34,110305.1,114340.305,118631.24,123209.805,128109.07,133354.88,139084.33,145234.61,152165.06,159967.53,168757.11,178501.08,189400.64,202409.72,217744.95,235274.25
85,2361.9238,3152.6936,3981.0635,4827.01,5672.5693,6529.193,7400.3633,8290.449,9188.472,10098.757,11038.465,11978.7295,12916.158,13873.25,14837.326,15815.861,16813.102,17813.852,18808.213,19811.387,20809.992,21818.232,22820.117,23809.11,24779.543,25705.59,26649.592,27544.475,28364.975,29264.766,30215.57,31039.809,31844.38,32534.777,33345.203,33954.41,34631.984,35245.715,35879.984,36513.62,37022.715,37531.332,38273.742,38604.13,39094.38,39712.027,40228.58,40894.92,41490.57,42054.69,42655.58,43244.04,43774.45,44440.387,44801.445,45418.53,46089.14,46569.81,47305.004,47719.652,48461.785,49039.54,49600.758,50415.51,51119.598,51856.953,52942.78,53960.312,55379.418,56788.383,58182.758,59850.293,61566.55,63303.094,65212.504,67255.89,69761.055,72147.13,74681.1,77503.86,80532.94,83739.53,87326.36,91159.086,95186.555,99654.89,104520.78,109815.805,115536.03,121557.34,128088.07,135044.1,142639.06,151095.64,160649.56,171775.61,184828.62,200730.16,219866.95,243449.75
86,2729.967,3540.902,4367.8564,5209.2593,6080.5933,6948.019,7840.097,8736.226,9641.397,10551.763,11473.656,12415.026,13346.776,14273.21,15203.463,16144.267,17081.629,18010.404,18950.562,19875.055,20784.732,21731.262,22520.412,23415.58,24304.453,25200.041,26065.654,26929.678,27730.215,28590.074,29381.354,30177.6,30997.488,31729.664,32562.912,33301.492,34176.56,35102.0,35919.94,36692.78,37563.316,38302.586,39078.504,39302.88,39832.523,40216.33,40278.887,40506.75,40732.145,40939.023,41257.402,41597.492,41808.723,42073.78,42103.125,42294.14,42491.656,42649.973,42738.914,42988.56,43156.957,43067.324,42983.383,42308.773,41508.535,40744.332,40073.527,39489.176,39217.426,39179.484,38746.977,38503.41,38072.914,37767.906,37540.402,37037.74,36960.86,37052.58,36779.863,37305.477,37572.957,38394.344,39084.43,40552.195,42028.895,44324.836,46831.914,49778.0,52703.453,56066.562,60186.92,64768.25,70218.58,76360.375,83755.74,91816.414,101919.38,114057.414,129466.67,148573.89
87,2219.824,3010.2515,3817.5278,4649.517,5488.0825,6329.5566,7192.615,8088.754,8963.506,9869.887,10794.546,11734.076,12695.55,13651.863,14632.532,15600.937,16597.379,17597.338,18611.676,19629.516,20648.11,21688.941,22747.104,23790.176,24858.75,25924.395,27027.84,28092.756,29172.904,30273.488,31337.79,32390.38,33503.18,34614.125,35743.613,36887.164,38037.508,39104.832,40160.32,41154.043,42243.42,43351.36,44489.145,45507.316,46598.453,47657.938,48526.89,49431.543,50344.42,51263.383,52154.875,52974.44,53791.16,54603.1,55432.184,56319.66,57198.21,58012.527,58820.125,59652.957,60654.332,61705.79,62698.652,63886.58,65145.16,66430.62,67690.92,69075.33,70480.81,71913.91,73380.36,74942.164,76674.375,78361.31,80142.12,82215.73,84377.01,86696.28,89323.63,91986.18,95015.06,98289.81,101731.97,105637.5,109782.24,114218.48,118947.03,123814.61,129251.81,134974.02,141050.0,147743.12,155022.33,162945.1,171922.4,182246.98,194091.48,208081.5,224445.05,244404.56
88,2159.67,2975.8962,3806.3267,4636.203,5488.959,6355.5244,7228.113,8124.3003,9034.498,9953.989,10907.213,11866.03,12833.273,13805.537,14795.989,15800.315,16824.178,17849.686,18882.695,19939.674,21002.596,22056.553,23160.988,24239.988,25347.307,26448.611,27580.688,28743.793,29894.215,31030.846,32113.947,33213.906,34273.047,35320.473,36311.91,37265.895,38284.508,39341.098,40410.2,41386.113,42507.6,43616.945,44609.43,45721.39,46810.504,47964.668,49083.01,50201.332,51497.797,52687.87,53936.11,55153.26,56558.414,57928.0,59300.992,60801.145,62328.18,63823.156,65357.88,66972.4,68702.45,70531.13,72438.195,74437.69,76527.305,78678.086,80936.48,83344.01,85772.82,88325.67,91033.81,93912.58,96952.04,100122.35,103408.91,106889.97,110543.83,114411.63,118423.3,122734.52,127303.664,132114.69,137216.12,142607.39,148424.73,154643.69,161324.17,168525.48,176293.86,184688.38,193819.67,203790.69,214664.69,226735.52,240047.28,255058.9,272384.8,293515.38,321274.6,358667.78
89,2614.3442,3406.6125,4211.839,5032.3296,5876.9746,6726.951,7584.002,8458.472,9336.918,10228.005,11148.692,12077.4,13001.659,13939.694,14896.707,15870.3545,16865.186,17880.936,18872.357,19900.848,20938.328,21957.555,23017.441,24040.12,25118.994,26158.89,27179.703,28209.557,29150.299,30162.676,31176.156,32182.006,33151.008,34182.316,35156.246,36090.84,37049.195,38054.387,39063.562,39989.316,40814.19,41730.652,42583.652,43353.57,44159.395,44811.83,45377.76,45963.734,46409.668,47051.57,47545.984,48026.074,48182.848,48684.34,49246.445,49525.24,49907.88,50488.523,51112.355,51871.008,52504.723,53059.63,53671.926,54344.86,55302.164,56362.824,57538.613,58736.76,59954.277,61317.17,62855.566,64376.754,66037.84,67785.39,69750.305,71856.836,74154.13,76673.99,79354.47,82292.34,85376.44,88526.414,91941.055,95738.984,99872.4,104294.53,108974.305,113836.555,119258.73,125005.59,131277.53,138055.62,145541.31,153688.62,163058.95,173554.08,185259.03,198335.5,212933.06,229247.12
90,2652.5547,3454.4028,4263.111,5091.7134,5934.651,6782.283,7638.211,8526.496,9426.059,10338.629,11252.437,12162.176,13095.618,14041.27,15035.788,15997.896,16992.598,17981.695,18962.574,19946.223,20972.654,21988.855,23003.656,24009.146,24966.56,25923.312,26914.926,27930.893,28840.5,29841.951,30839.312,31860.13,32905.258,33966.13,34996.984,36043.45,37093.703,38098.49,38945.035,40009.992,40946.324,41882.777,42863.496,43808.215,44485.69,45326.43,46097.617,46755.06,47523.297,48232.395,49012.363,49625.098,50258.887,50785.348,51480.953,52141.586,52848.055,53500.516,54135.24,54742.78,55558.184,56476.586,57385.86,58393.047,59148.727,60076.566,60878.74,61938.88,62901.14,63983.41,65075.074,66367.086,67763.68,69362.266,71074.586,72929.875,74943.21,77125.22,79469.99,82027.445,84937.95,88017.945,91364.16,94937.5,98684.47,102769.27,107092.21,111603.53,116377.81,121533.12,127117.7,133284.55,139989.44,147463.44,155549.75,164660.36,174804.14,186177.5,198643.33,212099.5
91,2402.9834,3163.9902,3947.5068,4745.046,5571.71,6415.768,7278.095,8147.019,9029.316,9921.95,10841.969,11745.951,12694.722,13640.83,14605.549,15578.076,16545.37,17527.523,18542.45,19543.982,20561.938,21584.39,22620.082,23676.508,24753.467,25821.516,26882.393,27933.2,29001.23,30077.791,31106.09,32193.912,33261.742,34259.375,35341.227,36331.97,37382.848,38358.89,39430.273,40365.016,41227.77,42186.617,43071.36,44044.516,44909.133,45835.06,46765.117,47516.81,48391.41,49178.1,50159.23,51112.184,52021.977,52890.023,53927.008,54929.914,56123.727,57330.58,58503.62,59733.875,61076.76,62224.047,63488.47,64809.99,66285.38,67868.29,69515.75,71213.54,73115.81,75045.64,76975.336,79076.13,81331.07,83599.42,86100.61,88687.79,91379.01,94333.43,97358.086,100631.51,104042.625,107778.85,111573.41,115681.91,120013.77,124572.69,129432.67,134650.55,140127.1,145943.7,152409.27,159443.25,167194.17,175939.86,185826.55,196999.28,210309.0,225535.88,243818.62,265488.53
92,2607.669,3346.796,4094.4343,4845.5557,5623.923,6409.6294,7199.3857,7997.0117,8816.514,9639.815,10477.004,11333.671,12194.833,13060.061,13899.181,14775.4,15647.585,16537.16,17442.428,18356.91,19300.34,20228.756,21147.389,22071.086,23024.094,23990.104,24909.168,25851.473,26796.125,27724.531,28688.904,29608.893,30591.482,31522.047,32458.38,33366.67,34218.15,35097.773,35995.7,36897.473,37849.656,38712.836,39586.53,40413.09,41336.973,42316.812,43321.727,44151.875,45062.33,46140.676,47065.36,47948.086,48785.21,49750.38,50523.758,51430.12,52367.51,53145.824,54065.168,54953.105,55685.184,56517.79,57319.273,58207.734,59202.64,60305.12,61244.285,62305.34,63163.48,63836.727,64612.5,65730.06,66958.79,68117.82,69244.53,70733.89,72389.055,73782.625,75594.59,77561.74,79653.95,81704.305,84698.79,87699.92,90974.69,94731.14,98946.81,103505.9,108356.234,113609.17,119230.48,125546.516,132625.22,140213.94,149114.84,159304.81,171328.03,185611.2,202721.66,223946.78
93,2455.209,3286.691,4114.6987,4959.3345,5815.8125,6696.526,7583.526,8492.15,9413.987,10337.116,11262.029,12208.739,13161.311,14131.834,15117.387,16120.854,17126.336,18143.557,19176.115,20206.645,21269.469,22293.162,23337.781,24360.383,25399.428,26437.73,27435.148,28374.543,29464.463,30458.885,31511.053,32533.914,33593.914,34505.547,35434.207,36325.652,36936.47,37724.223,38449.902,39145.95,39747.83,40438.89,41076.54,41908.78,42648.215,43350.508,43907.28,44789.887,45450.438,46009.926,46437.43,46610.363,47115.023,47242.65,47860.855,48397.887,48381.56,48556.32,48916.816,49240.28,49621.043,49729.312,49857.8,49994.54,49583.562,49579.734,49562.082,49263.953,49402.758,49129.098,49730.37,49694.25,49775.613,50024.605,49596.527,49148.875,48657.285,48413.46,48271.715,47843.555,47004.27,46825.13,46698.375,46596.363,46821.156,46441.863,46395.26,46924.895,48338.71,50104.707,52121.203,53838.387,56910.21,61429.07,66400.984,73434.3,83674.984,98595.25,120044.89,158732.02
94,2462.3167,3269.9314,4089.4006,4928.4243,5781.173,6642.9937,7541.604,8445.253,9373.471,10304.522,11244.796,12211.039,13181.828,14156.23,15163.064,16185.253,17226.287,18264.094,19292.574,20344.934,21387.41,22462.553,23541.498,24630.18,25687.092,26719.525,27838.564,28929.7,29993.123,31095.66,32147.63,33220.883,34274.145,35241.54,36332.81,37331.82,38280.832,39200.38,40203.008,41082.74,41932.195,42886.543,43736.027,44509.754,45282.156,45996.734,46639.816,47446.92,48095.996,48633.39,49417.816,50144.516,50799.97,51556.023,52191.617,52959.75,53598.26,54161.035,54791.766,55503.645,56302.06,57113.66,58091.355,59009.37,59929.656,60990.56,62147.03,63419.977,64657.71,65974.97,67393.42,69040.08,70555.82,72305.54,74300.84,76350.75,78625.91,81118.45,83897.36,86719.016,89730.18,93080.586,96547.86,100331.8,104512.27,108936.46,113590.45,118619.73,123935.58,129552.055,135771.78,142407.33,149490.22,157495.94,166485.94,176574.48,188045.45,201862.28,218335.17,236810.78
95,2537.522,3302.003,4081.4465,4880.555,5671.4204,6492.5815,7339.721,8189.7036,9050.797,9929.534,10831.202,11731.362,12632.856,13547.516,14472.24,15418.756,16382.225,17341.285,18309.625,19323.137,20317.246,21308.469,22312.94,23356.03,24349.139,25384.78,26410.406,27449.545,28509.348,29551.002,30622.79,31701.19,32756.027,33837.254,34814.3,35829.406,36806.543,37858.848,38892.32,39931.78,41049.32,42016.332,42962.17,43846.934,44810.426,45663.33,46487.906,47331.484,48321.336,49154.727,49971.473,50967.08,51994.043,52987.17,54064.543,55103.67,56333.03,57449.57,58537.945,59722.453,60815.918,62215.383,63568.062,64924.992,66367.53,67959.62,69606.42,71268.336,73222.01,75185.18,77234.984,79371.22,81706.28,84154.695,86683.3,89425.18,92389.29,95415.164,98711.64,102295.8,106000.586,110023.33,114180.11,118707.82,123527.625,128592.68,133944.38,139621.4,145586.05,151897.02,158674.03,166050.17,174031.89,182881.5,192559.23,203494.7,215883.86,230129.84,246758.62,266691.6
96,2480.8794,3291.7468,4119.059,4957.2417,5806.206,6672.222,7557.2563,8440.33,9356.106,10290.411,11219.759,12153.08,13127.272,14089.273,15074.724,16089.955,17102.545,18140.504,19166.787,20181.293,21217.613,22266.562,23308.1,24365.037,25384.594,26336.688,27360.781,28411.955,29418.941,30381.707,31383.469,32298.447,33038.84,33862.47,34659.137,35448.195,36248.29,37060.934,37693.414,38476.61,39178.582,39944.402,40744.223,41501.84,42232.97,42950.535,43714.273,44383.016,45087.79,45792.89,46674.605,47229.58,47812.33,48505.55,49145.285,49527.367,50051.797,50191.926,50141.406,50512.555,50805.97,50972.348,51280.305,51374.277,51535.516,51821.668,52285.625,52713.906,53544.863,54393.105,55582.062,56692.047,58139.164,59717.777,61743.77,64147.094,66643.05,69341.44,72359.2,75619.89,79185.945,83092.73,87177.21,91618.82,96383.35,101402.73,106815.84,112467.97,118489.95,124828.414,131657.66,139051.48,147036.77,155653.88,165410.88,176305.27,188579.3,203376.45,220166.17,239233.92
97,2369.5083,3175.1257,3974.1555,4801.831,5662.7197,6502.7236,7395.746,8290.988,9172.444,10084.48,10995.4375,11909.75,12845.032,13792.212,14740.839,15682.596,16675.068,17656.574,18631.273,19616.89,20614.807,21598.162,22617.664,23603.023,24595.566,25599.701,26546.45,27582.842,28535.107,29490.314,30449.654,31401.926,32227.332,33136.008,34048.973,34861.516,35706.34,36446.33,37343.188,38095.453,38840.33,39211.484,39926.477,40688.39,41563.945,42257.867,42990.492,43896.008,44507.39,45125.586,45726.277,46491.426,46972.99,47313.68,47687.582,48435.23,49067.71,49709.734,50158.2,51016.113,51484.8,51921.953,52597.594,53196.184,54101.58,54887.023,55493.883,56105.586,56973.414,57959.484,59050.79,60002.324,61089.457,61864.188,62927.375,63576.32,64782.055,66349.195,67696.805,69259.58,71151.49,73318.9,75749.766,78477.89,81514.89,84598.234,88155.96,91998.336,96198.99,100728.31,105727.04,111218.625,117395.22,124808.03,132813.34,142560.6,154340.39,168689.02,186961.14,210056.27
98,2726.0356,3548.912,4409.8594,5253.094,6104.965,6963.9927,7846.613,8764.12,9683.211,10611.615,11563.931,12492.502,13480.931,14472.227,15465.873,16467.104,17465.14,18478.672,19504.031,20567.605,21625.168,22690.658,23731.53,24804.355,25873.123,26995.39,28090.068,29201.398,30291.75,31437.936,32550.568,33698.523,34891.914,35957.59,37120.742,38181.31,39268.484,40296.55,41231.08,42188.926,43190.72,44165.305,45117.89,45964.17,46905.934,47714.97,48637.965,49593.184,50545.73,51419.07,52454.05,53573.367,54599.023,55493.664,56577.027,57861.594,58849.74,59953.516,60957.023,62122.62,63232.38,64473.652,65682.86,67084.484,68485.16,70030.016,71575.086,73147.12,74919.85,76888.266,78554.63,80581.72,82490.234,84597.11,86855.47,89390.92,91970.46,94438.586,97329.63,100350.62,103590.62,106961.93,110641.34,114533.29,118584.66,122917.125,127462.53,132186.95,137171.9,142549.48,148280.42,154552.34,161391.48,168978.52,177284.69,186765.0,197848.0,210235.31,224278.4,240904.27
99,2323.0332,3091.311,3873.8044,4680.9385,5501.142,6342.35,7182.0757,8042.3057,8915.388,9806.392,10709.359,11606.739,12517.543,13463.443,14374.539,15340.824,16299.214,17286.107,18310.965,19315.164,20329.129,21388.078,22466.645,23529.625,24566.18,25632.818,26700.465,27771.686,28820.305,29969.562,31033.695,32093.941,33173.38,34226.49,35307.043,36361.17,37374.266,38359.49,39248.09,40180.453,41109.766,41968.26,42794.082,43757.957,44638.492,45606.84,46627.203,47613.703,48586.85,49517.516,50657.53,51566.207,52702.754,53617.09,54617.773,55517.117,56589.94,57550.383,58744.547,59794.49,60855.906,61998.707,63235.996,64368.816,65654.35,66965.66,68362.805,69923.055,71400.99,72973.75,74656.664,76395.83,78007.01,79685.9,81396.44,83376.516,85306.27,87537.016,89718.445,92147.555,94847.61,97602.85,100629.4,103799.86,107150.125,110853.305,114726.14,118815.22,123277.34,127949.05,132916.8,138423.12,144339.34,150941.58,158323.4,166912.58,176710.78,187942.83,200651.45,215763.73
