timesteps,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
20,2316.796,3130.6082,3966.722,4813.954,5671.0664,6551.1333,7436.6,8338.181,9246.926,10173.679,11115.723,12075.15,13048.16,14028.559,15005.593,15983.797,16994.45,18009.13,19046.857,20058.783,21119.047,22164.1,23203.426,24270.488,25323.803,26405.414,27447.725,28503.43,29607.014,30638.277,31644.34,32666.236,33662.656,34769.797,35751.848,36856.926,37895.953,38848.297,39827.574,40869.387,41793.824,42678.324,43571.7,44446.273,45329.492,46311.418,47086.703,47959.625,48823.33,49824.562,50715.05,51776.254,52719.176,53737.598,54962.664,56056.625,57234.69,58487.11,59741.22,61133.53,62557.457,64011.754,65434.715,67226.18,68865.97,70731.66,72733.06,74724.55,76934.98,79213.34,81563.31,83994.34,86578.516,89440.43,92301.48,95307.625,98467.086,101843.8,105365.72,109066.17,112959.49,117163.914,121531.0,126138.28,131078.3,136287.58,141652.3,147478.69,153605.12,160134.9,167243.8,174885.38,183373.08,192856.48,203451.64,215394.02,229216.64,245166.62,264274.38,287973.3
21,2520.4722,3304.1719,4097.585,4921.0303,5749.4326,6576.296,7427.6035,8311.545,9198.289,10088.9375,10996.862,11901.486,12827.022,13777.217,14729.208,15705.368,16688.05,17671.182,18688.871,19723.203,20686.576,21663.96,22698.578,23698.244,24702.248,25697.977,26712.793,27658.172,28587.816,29534.174,30460.023,31365.291,32337.896,33308.547,34178.93,35207.668,36069.332,36888.47,37724.746,38553.36,39303.52,40076.684,40881.47,41829.625,42544.344,43240.973,44164.492,45065.723,45778.44,46609.996,47542.76,48444.438,49105.945,49959.734,50748.332,51506.598,52247.113,52920.38,53694.94,54608.508,55259.613,55981.73,56780.87,57540.2,58086.605,58934.824,59760.57,60509.777,60966.746,61770.586,62613.152,63564.65,64671.86,65936.836,67168.34,68536.11,70023.086,71748.75,73701.27,75692.695,78108.64,80580.08,83368.32,86480.14,89666.83,93202.5,97018.59,101172.96,105562.41,110424.96,115755.234,121595.15,128229.35,135538.98,144027.86,153645.14,164713.95,177822.33,193104.61,211016.28
22,2573.1318,3345.724,4132.5903,4943.8315,5745.1396,6572.514,7390.48,8227.542,9071.6,9940.9,10813.537,11706.897,12624.01,13534.678,14470.975,15399.065,16358.15,17324.867,18294.076,19280.9,20245.895,21232.414,22223.658,23241.355,24239.328,25236.887,26290.557,27314.426,28346.54,29367.35,30388.227,31457.938,32455.445,33453.73,34467.703,35451.14,36441.562,37417.31,38433.797,39449.516,40480.258,41357.254,42395.055,43454.777,44414.652,45387.28,46363.203,47394.03,48463.91,49449.145,50384.277,51354.457,52258.76,53079.312,53833.848,54644.13,55425.023,56076.9,56888.434,57753.32,58698.418,59585.54,60310.797,61262.312,62284.12,63026.332,64015.594,64940.47,65773.95,66426.055,67366.44,68445.63,69584.87,70790.09,72175.55,73486.68,74750.836,76113.266,77644.945,79375.4,81171.25,83366.07,85635.97,88078.445,90659.81,93647.92,96795.625,100186.49,104061.66,108122.19,112751.09,118072.59,123955.52,130822.46,138949.81,147977.78,158290.72,170298.28,184179.55,200299.22
23,2504.1716,3283.4456,4057.0498,4857.5737,5664.74,6487.8574,7321.127,8159.2075,9031.489,9909.371,10809.224,11720.839,12637.8545,13574.987,14527.784,15472.89,16455.428,17451.156,18437.559,19426.271,20432.38,21427.3,22455.232,23470.75,24529.64,25603.871,26682.668,27776.164,28853.723,29975.598,31042.719,32132.633,33099.363,34157.88,35181.848,36241.188,37269.215,38237.18,39252.45,40084.453,41103.188,41997.58,42992.332,43866.668,44715.6,45566.42,46324.33,47217.75,47994.086,48942.13,49553.707,50274.44,50979.48,51748.21,52673.31,53382.71,54127.188,54883.61,55452.176,56087.492,56608.082,57321.9,57988.516,58699.867,59401.633,60225.848,61148.133,61947.75,62716.688,63342.84,63736.332,64380.02,64842.93,65648.75,66493.01,67627.664,68931.92,70449.99,72100.39,74460.52,76696.46,79198.41,82308.06,85608.7,89456.67,93692.7,98290.625,103323.516,108773.19,114692.91,121080.9,128199.69,136032.92,144697.27,154553.56,165673.89,178483.62,193881.6,212695.69,235911.4
24,2317.8965,3013.5908,3740.5195,4472.885,5227.8135,5994.7363,6770.617,7556.363,8367.135,9188.126,10031.223,10853.644,11681.895,12538.336,13398.829,14259.518,15128.176,15994.019,16907.031,17807.16,18714.082,19638.676,20578.445,21526.635,22417.53,23325.613,24265.76,25159.969,26087.627,27012.184,27968.25,28874.229,29732.102,30620.559,31401.934,32257.64,33191.793,34074.848,35102.773,36032.594,36951.1,37924.87,38956.953,39805.195,40719.105,41757.066,42769.43,43667.965,44703.08,45538.75,46425.918,47299.15,48021.316,49027.42,49907.63,50637.723,51540.566,52409.344,53116.727,53942.79,54693.754,55499.0,56157.82,56865.94,57749.688,58735.18,59922.555,60749.277,61769.83,63072.36,64294.8,65689.9,67132.77,68714.125,70441.0,72155.43,74209.16,76362.4,78669.305,81242.45,84089.91,87058.484,90386.39,93947.445,97738.72,102001.89,106517.53,111559.81,117121.68,123106.28,129440.96,136304.94,144132.94,152870.72,162870.55,174437.52,187989.22,204064.73,223077.64,245903.52
25,2617.0894,3388.466,4168.6724,4949.974,5747.1865,6567.2217,7413.8037,8280.425,9125.367,9991.994,10853.966,11759.159,12649.334,13574.552,14510.738,15451.407,16423.14,17396.854,18347.074,19301.723,20274.166,21249.973,22181.021,23051.94,23969.822,24839.049,25748.854,26590.986,27359.986,28174.416,29022.223,29752.146,30538.494,31324.47,32029.357,32716.398,33512.65,34190.12,34983.254,35661.01,36432.51,37275.266,37983.664,38552.355,39067.887,39598.88,39952.812,40472.6,40910.867,41197.902,41548.63,41925.105,42340.848,42763.97,43357.508,43893.7,44407.69,44901.35,45468.703,46102.48,46602.773,47145.492,47856.824,48248.285,48698.62,49311.832,49450.543,49537.652,49761.336,50258.633,50370.67,50426.797,50245.293,50214.55,50252.81,50411.99,50689.6,50881.742,51524.438,52255.887,53167.746,54345.062,55763.652,57118.438,58844.645,61011.38,63459.387,66509.43,69674.39,73270.734,77409.516,82046.984,87604.734,93798.73,100792.48,109310.33,118846.555,129936.38,143423.05,159316.5
26,2344.4724,3142.7573,3953.4883,4762.0913,5599.9834,6436.1807,7280.0103,8143.1006,9029.998,9902.983,10795.431,11703.2705,12624.068,13565.354,14504.431,15451.345,16379.691,17315.834,18272.648,19247.006,20253.477,21239.033,22273.816,23242.486,24254.572,25241.514,26205.291,27239.404,28255.477,29272.701,30285.797,31303.588,32336.168,33354.82,34453.258,35409.977,36420.246,37346.01,38201.047,39095.25,39926.414,40792.934,41611.344,42400.934,42872.414,43381.72,44119.695,44667.156,45539.31,46196.297,47083.31,47783.113,48400.848,49206.598,49899.625,50819.28,51321.277,52031.8,52699.58,53223.133,53506.207,53901.41,54493.945,54754.96,55202.156,55598.74,56197.594,56555.773,57232.492,58086.47,58691.273,59563.812,60594.29,61473.402,62674.766,63909.96,65472.57,67332.77,69244.11,71137.87,73366.47,75792.29,78379.43,81212.77,84215.56,87564.25,91202.555,94981.22,99076.3,103584.48,108436.64,113870.12,119793.3,126506.91,134031.98,142677.86,152621.25,164311.22,177949.94,195428.69
27,2184.0776,2946.8804,3724.7563,4516.0806,5324.909,6143.5586,6979.994,7828.9893,8683.898,9544.99,10410.439,11265.14,12145.256,13037.006,13923.477,14817.891,15713.536,16613.434,17554.248,18509.74,19451.053,20370.057,21294.691,22251.195,23202.953,24162.977,25093.668,26046.97,26980.078,27841.06,28733.277,29565.86,30413.344,31284.111,32136.178,32993.14,33700.9,34524.723,35319.67,36206.098,37047.125,37787.434,38480.883,39149.91,39739.438,40325.79,40923.87,41315.27,41892.69,42354.164,42803.875,43394.047,44045.406,44585.04,45217.215,45678.58,46245.227,46727.14,47121.438,47618.62,47775.176,47985.527,48673.203,49256.36,50040.2,51014.168,51616.523,52330.633,53543.387,54616.79,55728.55,56882.098,58307.75,59935.11,61301.906,62937.336,64754.105,66803.66,68973.22,71126.27,73765.91,76632.79,79858.695,83196.766,87115.53,91339.82,96083.18,101306.62,106886.25,112918.914,119649.16,126915.46,135062.38,144502.42,155424.5,167917.34,182956.14,201518.34,224382.48,253450.34
28,2457.837,3279.734,4119.5625,4976.392,5839.2305,6720.7812,7575.6187,8472.396,9369.557,10283.868,11212.683,12134.461,13086.659,14059.943,15050.282,16052.485,17071.889,18117.63,19132.963,20184.32,21222.803,22262.904,23306.844,24370.287,25401.928,26450.336,27468.145,28486.355,29495.723,30502.045,31516.574,32529.244,33351.465,34235.773,35183.54,36067.39,36927.902,37712.273,38406.04,39046.062,39724.285,40453.04,40976.215,41549.258,42163.15,42594.81,42856.45,43239.746,43617.67,44227.46,44596.79,44846.87,45144.09,45279.477,45325.1,45509.164,45685.65,45712.305,45927.24,45888.836,46125.88,46402.836,46816.76,47226.57,47393.38,47832.957,48235.617,48687.484,49041.676,49518.42,50113.062,51010.156,51673.97,52761.062,53740.062,54753.684,55959.44,57232.355,59053.207,60809.406,62844.594,65014.43,67746.39,70523.46,73531.31,76807.945,80383.12,84342.9,88474.53,93078.58,98107.24,103523.18,109699.734,116432.305,124068.04,133036.36,143365.23,155285.38,169363.3,185934.08
29,2659.7893,3438.5396,4244.8325,5064.335,5899.9717,6751.433,7624.0967,8504.14,9397.016,10291.557,11189.6875,12095.1875,13019.399,13934.603,14888.504,15842.547,16787.518,17779.816,18709.938,19683.436,20657.438,21637.738,22637.078,23618.23,24571.885,25564.041,26561.21,27502.428,28489.602,29477.299,30430.176,31401.377,32400.7,33398.863,34389.477,35419.598,36418.266,37480.86,38528.176,39539.637,40544.188,41502.984,42541.562,43674.36,44638.82,45592.38,46454.83,47483.98,48396.81,49229.574,50164.797,50973.934,51916.62,52784.17,53729.703,54530.188,55371.55,55937.97,56628.797,57373.125,58071.86,58833.78,59617.35,60290.902,61104.34,61808.11,62354.195,62904.082,63742.754,64335.9,64949.61,65641.91,66044.06,66659.93,67387.99,68109.54,68647.88,69635.46,70613.41,71891.97,73127.62,74686.4,76466.07,78422.06,80750.4,83353.43,86271.914,89602.65,93536.47,97688.57,102217.72,107547.94,113363.32,119931.82,127331.35,135806.38,145584.03,156342.94,168685.34,182546.98
30,2567.1475,3351.5588,4146.3027,4957.821,5783.1743,6626.937,7477.737,8345.336,9229.63,10097.229,10969.443,11864.303,12790.695,13693.081,14637.259,15594.436,16542.846,17500.506,18464.752,19447.768,20449.295,21446.459,22456.78,23480.695,24506.764,25549.834,26619.355,27667.855,28737.098,29828.207,30879.008,31945.697,32968.97,34088.26,35082.69,36164.637,37229.94,38330.41,39429.066,40426.137,41482.418,42501.55,43511.875,44526.348,45630.406,46592.816,47652.78,48604.195,49511.91,50590.72,51585.75,52577.15,53568.46,54579.605,55408.824,56277.504,57358.652,58375.78,59460.68,60477.316,61549.895,62676.074,63903.023,65173.23,66511.2,67828.305,69223.14,70735.58,72227.34,73673.52,75276.89,76956.58,78393.13,79962.2,81503.305,83158.36,84997.91,87025.766,88975.914,91148.086,93500.94,96115.43,98933.74,102037.33,105415.35,109052.484,112927.74,116807.375,121017.55,125570.75,130258.805,135635.05,141455.66,147949.7,155110.14,163229.78,172246.45,182528.48,194450.42,208264.31
31,2214.4873,3011.558,3827.195,4663.863,5506.9517,6357.3267,7234.0586,8120.7954,9024.041,9919.95,10842.647,11766.8955,12723.742,13654.138,14618.737,15602.205,16583.715,17594.078,18622.209,19646.426,20665.107,21711.81,22780.266,23839.832,24917.88,25950.441,26998.855,28115.799,29208.32,30308.09,31354.795,32471.043,33498.59,34635.57,35665.77,36702.074,37718.977,38677.453,39650.703,40569.945,41466.367,42233.13,43100.54,43972.504,44854.914,45731.38,46619.043,47528.926,48450.31,49181.53,49946.254,50679.18,51184.89,51911.523,52474.61,52980.727,53290.5,53895.29,54089.203,54406.1,55164.33,55663.367,56143.547,56879.56,57896.152,58439.023,59504.004,60358.594,61423.473,61848.23,62106.176,62204.48,62252.086,62164.043,62462.21,62867.094,63458.266,63740.34,64899.24,66149.92,67786.516,69777.78,71979.71,74580.91,77731.72,81038.84,85018.76,89323.68,93794.09,99133.31,104989.766,111542.34,119110.875,127946.25,138563.73,150683.81,166007.95,184756.81,209351.62,243868.78
32,2899.7275,3660.78,4453.6655,5261.0625,6068.6885,6900.54,7754.6875,8610.4,9505.063,10381.521,11285.491,12204.678,13143.885,14086.013,15044.839,16008.532,16979.812,17937.736,18894.98,19886.441,20835.496,21797.701,22739.059,23681.842,24628.107,25440.734,26238.186,27071.334,27918.037,28713.111,29463.285,30173.385,30859.438,31402.443,31932.143,32480.14,33054.45,33560.008,34204.902,34675.24,34958.367,35379.797,35698.598,36057.77,36259.68,36429.52,36370.332,36628.043,36855.285,36983.824,37275.71,37238.805,37323.14,37241.008,36893.836,36882.523,36852.234,36858.242,36926.46,36922.9,36943.023,37159.74,37256.83,37699.61,37931.863,38044.01,38228.99,38407.54,38578.773,38649.54,38555.26,38782.453,38937.97,39004.406,39052.45,39122.598,39243.22,39357.555,39902.887,40284.01,40941.0,41369.082,42266.04,43737.25,45313.69,47309.69,49226.9,51427.47,54007.766,56788.62,60176.363,64058.73,68396.33,73715.13,79928.16,87185.95,95804.164,105572.21,117114.336,130180.33
33,2209.6387,2970.797,3721.732,4490.186,5266.9277,6058.718,6858.1787,7673.6865,8500.127,9343.286,10201.359,11058.992,11912.209,12775.847,13626.828,14502.148,15348.43,16254.7,17157.322,18063.334,18965.994,19832.984,20737.18,21647.291,22541.787,23425.322,24313.434,25170.506,26046.549,26913.893,27609.625,28405.588,29172.352,29979.469,30649.86,31445.113,32153.9,32803.137,33492.973,34181.66,34847.24,35062.844,35469.355,36008.98,36657.46,37250.727,37836.375,38209.188,38503.418,38879.91,39450.07,40036.887,40710.17,41347.246,41825.734,42390.477,42947.914,43762.82,44533.992,45406.766,46212.7,47026.945,48285.46,49359.85,50485.92,51778.92,53100.465,54628.492,56283.29,58062.633,59752.727,61578.438,63582.402,65735.74,67854.836,70282.22,72887.836,75483.24,78442.914,81510.66,84843.17,88405.57,92243.11,96245.08,100434.9,104996.59,109981.11,115223.61,120986.805,127284.97,134147.77,141612.11,149864.5,159030.78,169241.5,181090.36,194789.8,211673.69,232312.67,257367.7
34,2219.824,3011.8154,3830.7651,4651.9575,5495.9937,6362.603,7217.182,8094.6943,8988.6,9886.0205,10805.293,11748.494,12708.85,13653.039,14625.567,15608.005,16616.957,17608.068,18641.807,19661.225,20703.8,21745.543,22769.977,23827.736,24894.127,25936.662,27025.287,28052.68,29141.299,30219.438,31298.104,32377.736,33448.99,34561.65,35655.594,36782.06,37864.547,38946.117,39997.066,41068.184,42126.863,43218.805,44290.043,45317.86,46440.785,47405.04,48420.87,49454.418,50405.93,51454.13,52388.383,53371.61,54211.67,55179.07,55943.207,56779.906,57668.03,58344.484,59000.64,59961.63,60707.016,61689.805,62743.883,64041.305,65182.715,66458.97,67776.89,69204.03,70595.445,72137.32,73692.48,75115.11,76739.336,78422.61,80342.195,82313.836,84514.84,86870.72,89417.97,92206.32,95101.93,98257.914,101848.195,105717.33,109838.86,114236.586,118950.336,123973.46,129266.57,134929.33,140890.34,147431.75,154781.73,162990.17,172208.61,182620.28,194728.27,208909.77,225200.4,244722.45
35,2233.9202,3000.1226,3788.9912,4623.605,5470.259,6324.535,7192.8813,8069.948,8966.404,9866.931,10778.576,11698.702,12636.771,13575.697,14523.617,15468.541,16426.672,17370.113,18323.559,19269.66,20217.797,21173.723,22169.914,23161.354,24160.758,25149.635,26162.771,27210.184,28229.52,29261.555,30282.604,31328.867,32401.346,33466.15,34500.48,35504.91,36478.188,37465.47,38451.93,39421.484,40310.902,41340.426,42295.293,43262.97,44160.63,45069.65,45982.934,46945.938,47794.582,48706.32,49606.902,50549.62,51585.375,52391.992,53204.21,54017.85,55070.51,56051.46,56994.6,57899.375,58967.383,60029.414,61060.594,62279.457,63449.195,64700.65,66406.85,67912.72,69634.8,71326.58,73169.17,74839.484,76732.54,78756.266,80954.28,83149.83,85330.8,87693.78,90153.44,92693.35,95489.336,98537.98,101743.625,105126.52,108806.125,113147.55,117612.14,122460.15,127746.055,133404.9,139732.83,146691.77,154110.47,162669.23,172262.89,183015.03,195270.88,209394.19,225880.7,245923.92
36,2780.8882,3536.7073,4312.8174,5100.2544,5900.182,6726.2876,7558.855,8396.732,9252.96,10115.664,10985.718,11871.293,12754.528,13651.184,14578.309,15480.529,16427.074,17330.469,18249.637,19231.566,20199.691,21173.814,22125.346,23111.637,24132.555,25069.787,25968.738,26906.182,27810.701,28665.344,29508.332,30397.752,31299.533,32192.47,33081.934,33977.168,34746.645,35578.84,36382.13,37266.715,37986.395,38666.11,39479.977,40272.594,40972.113,41617.8,42288.71,42940.055,43612.176,44145.87,44894.176,45448.18,46090.668,46747.348,47197.867,47747.54,48453.758,49020.402,49652.367,50188.16,50864.69,51455.797,52100.46,52660.875,53308.227,53898.504,54566.477,55029.83,55432.52,56091.773,56628.96,56913.215,57444.59,58201.242,58909.098,59499.13,60254.926,60873.984,61570.535,62514.016,63582.824,64800.844,65981.36,67653.31,69268.625,70982.07,72779.23,74952.555,77251.46,79771.05,82735.23,86256.08,90298.78,94810.09,100070.055,106266.93,113974.97,122508.53,132052.19,143190.5
37,2173.9932,3004.0403,3850.12,4692.135,5582.881,6484.2993,7397.85,8332.166,9289.191,10250.905,11225.622,12203.988,13185.318,14183.568,15206.207,16242.039,17287.523,18348.584,19414.191,20515.002,21652.14,22776.28,23880.084,25019.77,26178.375,27232.77,28317.266,29403.443,30401.695,31373.545,32376.676,33215.938,34160.81,35003.336,35754.31,36678.957,37405.88,38264.17,39076.465,39885.67,40721.53,41479.668,42115.625,42776.824,43630.68,44422.11,45117.055,45961.652,47003.527,47802.383,48615.055,49293.953,50163.246,50793.395,51686.742,52725.312,53690.53,54853.266,55873.746,57078.08,58308.47,59427.652,60404.047,61609.258,62843.92,64020.297,65339.54,66747.73,68237.13,69802.266,71602.23,73618.54,75665.46,78000.375,80312.555,82979.1,85662.47,88627.46,91732.31,95221.26,98879.625,102700.59,106957.6,111397.41,116152.04,121305.94,126640.195,132434.42,138758.39,145617.97,152985.7,160830.98,169436.3,179214.16,189952.94,201780.78,215390.0,232057.8,252910.03,278118.56
38,2932.6387,3708.836,4505.6963,5315.8926,6141.876,6975.074,7837.7207,8717.211,9610.539,10521.4375,11446.49,12397.672,13350.457,14299.734,15245.622,16212.034,17162.293,18101.74,19072.086,20049.852,21024.27,21983.336,22918.297,23883.201,24874.615,25833.133,26793.809,27725.77,28675.195,29631.479,30558.832,31483.797,32426.652,33335.125,34242.367,35108.656,35841.566,36516.73,37100.402,37781.66,38353.45,38861.59,39461.66,40020.617,40551.23,41072.45,41391.484,41779.49,42438.242,43038.438,43522.383,43969.605,44448.973,44823.477,45279.824,45741.21,46410.062,47165.707,47638.43,48433.273,49319.836,49719.324,50099.727,50055.75,49967.13,49862.062,49925.914,49846.203,49737.785,49322.75,49111.703,48958.754,48489.16,47977.914,47653.29,47361.746,47637.332,48022.555,48636.97,49038.457,49847.055,50767.758,51700.02,52766.633,54043.367,55308.934,57119.61,59327.9,62338.504,65831.93,69906.516,74691.53,80339.95,87202.7,95075.86,103953.42,114538.16,127087.95,141488.3,158658.12
39,2344.0615,3111.27,3916.663,4757.8994,5611.7695,6467.515,7337.5176,8213.877,9115.947,10007.989,10914.423,11818.478,12763.351,13695.805,14686.961,15648.086,16633.275,17642.488,18652.055,19633.205,20627.637,21573.314,22587.6,23506.764,24397.229,25351.504,26282.273,27165.217,28107.03,29049.395,29948.422,30916.596,31791.877,32665.68,33539.1,34236.15,35039.67,35867.2,36802.445,37647.086,38417.04,39297.03,39973.168,40786.184,41528.07,42316.684,43167.312,43797.54,44615.574,45269.938,46058.805,47051.61,47815.95,48665.566,49503.99,50281.07,51273.926,52151.258,53091.48,54054.29,55001.613,55702.312,56545.117,57173.832,57834.24,58410.656,59021.59,59802.625,60314.73,61046.098,61798.848,62413.48,63457.8,64506.984,65295.555,66353.17,67478.945,68838.52,70447.71,72037.35,73824.79,76146.82,78492.58,81091.055,83859.09,87029.69,90589.664,94406.81,98730.5,103392.78,108635.7,114295.664,120774.836,127983.805,136172.88,145779.34,156921.4,169992.64,185494.3,203963.47
40,2452.8267,3167.7944,3909.7822,4656.167,5419.067,6181.2944,6959.907,7746.581,8554.079,9376.437,10206.386,11040.781,11888.098,12792.404,13671.852,14586.477,15504.4375,16423.375,17359.197,18272.852,19206.957,20133.188,21037.49,21984.363,22946.041,23855.127,24767.326,25662.426,26582.984,27534.805,28411.64,29391.424,30292.055,31218.912,32016.541,32921.78,33783.586,34602.51,35300.457,36226.92,36977.56,37767.652,38481.16,39265.023,40031.61,40775.555,41478.04,42177.15,42820.61,43445.117,43983.824,44292.586,44819.13,45062.535,45527.953,45631.133,45887.344,46147.51,46418.273,47007.035,47511.26,48003.73,48576.21,49121.367,49766.047,50495.62,50846.613,51415.777,51943.727,52665.055,53126.06,54002.9,54990.54,56108.82,57510.973,58808.137,60265.145,61854.8,63784.023,65620.05,67893.14,70132.63,72755.09,75282.234,78235.914,81395.74,85092.35,88886.84,93287.79,98092.5,103348.36,109373.484,116176.62,123939.56,132904.77,142966.27,154768.5,168499.95,185118.48,205423.3
41,2690.642,3507.7593,4339.509,5178.897,6033.751,6904.566,7784.2397,8702.799,9616.02,10545.516,11485.0205,12459.427,13440.962,14417.93,15391.628,16405.27,17406.213,18405.438,19401.38,20436.555,21484.676,22497.014,23524.227,24526.154,25493.379,26501.934,27499.432,28419.076,29424.451,30435.803,31396.725,32329.09,33309.293,34211.227,35154.594,36050.414,36926.71,37784.81,38684.27,39453.07,40333.438,41114.55,41915.53,42734.574,43417.85,44210.754,44811.223,45467.562,45983.266,46645.92,47318.207,47856.31,48424.91,48776.754,49092.008,49544.81,50004.246,50320.72,50680.01,51089.016,51451.45,51825.773,51878.035,51823.42,51705.934,51620.234,51445.125,51039.2,50851.895,50571.023,49872.62,49881.05,49531.074,49234.61,49141.63,49237.855,48861.18,48932.258,49257.316,49934.35,50472.91,51461.25,52774.562,54626.7,56540.05,58919.773,61182.016,64013.89,67182.18,70604.76,74332.2,78692.5,83808.7,89372.484,96144.125,103852.3,113142.22,124394.78,138124.67,154936.86
42,2549.7637,3359.4382,4175.8706,4997.077,5859.092,6731.2188,7606.892,8500.619,9415.152,10336.636,11270.082,12191.279,13127.756,14082.099,15061.953,16036.323,17033.67,18051.207,19061.586,20048.668,21080.77,22126.932,23134.088,24171.12,25194.957,26286.574,27335.314,28399.18,29480.686,30574.488,31669.422,32800.89,33936.625,35089.95,36157.75,37201.05,38319.457,39402.65,40462.22,41446.848,42397.28,43230.43,44200.688,45108.105,46114.94,47132.938,47984.105,49064.543,49827.48,50761.703,51531.93,52071.17,52758.383,53384.188,53798.953,54396.406,54917.11,55171.99,55683.785,56481.812,57249.957,57706.64,58197.58,58728.984,59333.32,59600.996,59462.83,59756.52,59777.895,59939.203,60288.25,60400.867,60764.777,60912.49,60949.473,60919.867,61043.934,61279.605,61652.51,61195.266,62066.496,62959.426,64093.95,65629.35,67272.56,69028.46,71315.086,74157.23,76926.82,80301.41,84645.03,89417.195,95007.26,101383.35,109115.875,118423.9,129766.97,143795.95,161563.72,183813.86
43,2580.7236,3348.4612,4124.0366,4924.3335,5736.1333,6552.9204,7403.855,8251.968,9110.734,9997.298,10897.756,11796.888,12697.263,13610.3125,14528.501,15460.887,16390.621,17353.062,18306.11,19272.299,20192.168,21136.996,22112.795,23110.424,24099.31,25074.873,26080.627,27105.488,28148.87,29088.234,30046.115,31051.31,32035.904,33024.53,34011.79,35005.76,36014.605,36960.51,38013.242,38963.375,39912.266,40789.92,41775.574,42785.996,43791.57,44700.11,45736.684,46730.637,47822.273,48832.44,49942.21,51119.906,52260.938,53338.117,54453.266,55558.727,56782.668,57869.305,59074.68,60130.906,61356.836,62548.543,63665.273,64679.84,65711.0,66897.234,68179.66,69472.234,70738.98,71974.51,73241.17,74483.54,75768.06,77261.45,78662.984,80214.8,81881.86,83848.234,85795.14,88187.12,90715.11,93467.08,96538.37,99688.21,103099.875,106912.52,110903.234,115124.695,119569.984,124410.02,129523.85,135101.34,141387.98,148342.44,156174.6,164944.66,174878.05,185766.23,198424.14,212817.02
44,2227.33,3027.9146,3836.2053,4654.503,5504.1074,6357.0435,7213.7593,8089.3037,8982.955,9889.544,10827.076,11773.839,12715.549,13677.869,14619.691,15613.827,16564.293,17532.607,18537.033,19492.213,20487.688,21482.125,22444.84,23458.156,24462.19,25467.113,26447.266,27424.736,28424.125,29394.883,30307.273,31209.633,32200.94,33208.625,34156.62,35194.73,36225.902,37206.91,38096.33,38978.31,39781.996,40729.13,41573.074,42664.92,43588.85,44447.133,45423.695,46307.406,47310.836,48178.844,49113.71,50068.574,51033.676,51859.293,52600.703,53503.848,54423.484,55162.63,55982.633,56745.33,57615.42,58576.03,59653.516,60479.086,61324.645,62084.85,63113.69,63949.902,65035.324,65988.69,67220.36,68377.74,69640.08,71155.2,72470.85,74215.18,75777.98,77664.14,79772.41,82003.32,84522.336,87239.195,90227.67,93290.21,96589.93,100117.9,104117.98,108437.805,112980.44,118173.805,123724.016,130004.94,137173.31,145045.56,154246.47,165184.62,178524.7,194964.94,215135.08,239805.52
45,2950.108,3747.811,4545.032,5350.8804,6182.465,7013.274,7864.8784,8721.118,9604.024,10490.189,11367.677,12276.283,13186.326,14110.786,15069.67,16047.576,17013.475,17982.959,18943.58,19922.312,20900.424,21921.719,22925.84,23925.062,24946.705,25904.41,26883.898,27905.812,28795.672,29702.006,30589.809,31477.3,32354.316,33202.47,34018.58,34907.387,35806.527,36737.234,37531.195,38365.594,39120.32,39843.938,40651.227,41461.82,42245.258,42993.73,43838.28,44437.53,45222.895,46068.113,46752.52,47513.25,48198.09,48782.29,49551.094,50246.613,50779.215,51484.293,52024.33,52725.16,53563.6,54289.387,55091.67,56024.438,56867.56,57626.117,58480.047,59405.73,60256.13,61137.543,61859.492,62611.168,63621.273,64644.203,65783.64,67090.055,68414.29,69726.016,71207.83,72900.04,74720.0,76455.94,78528.086,80897.195,83466.99,86295.79,89513.164,92728.54,96631.945,100960.445,105553.64,110561.9,116148.14,122247.805,129152.76,136905.67,145251.33,154898.53,165656.39,177961.06
46,2621.2322,3435.2,4261.1494,5110.9834,5983.896,6866.83,7744.746,8631.232,9547.918,10459.87,11398.287,12361.094,13316.198,14279.336,15236.937,16189.575,17144.77,18142.01,19123.85,20125.332,21114.68,22083.258,23040.41,23976.564,24958.145,25962.031,26900.945,27790.723,28707.568,29557.266,30380.473,31279.611,32165.08,33138.043,33939.137,34912.195,35784.36,36693.78,37543.04,38469.473,39281.875,40059.043,40875.633,41630.516,42378.324,43071.945,43736.043,44422.574,45266.848,46061.734,46750.11,47615.3,48223.883,48884.652,49459.363,50237.31,51104.184,51618.04,52141.26,52991.51,53732.6,54179.23,54707.383,55111.574,55558.504,56211.918,56702.547,57443.137,58143.906,58962.625,59803.12,61004.5,62054.438,62936.164,64107.82,65135.293,66502.36,68047.195,69591.63,71575.66,73621.58,76062.14,78565.89,81332.05,84521.88,88007.195,91479.23,95439.34,99708.5,104439.34,109531.94,115246.7,121368.5,128495.555,136702.02,146627.88,158500.12,172489.9,188814.38,208256.27
