timestep,mean_diff,std_diff,mean_diff_plus_std,mean_diff_minus_std
0,-50.626700000000255,72.58698559976867,21.96028559976841,-123.21368559976892
1,-52.26050000000032,72.4865727912262,20.226072791225874,-124.74707279122651
2,-55.75660000000016,72.80783863982468,17.05123863982452,-128.56443863982486
3,-56.019700000000284,73.30700670442566,17.287306704425376,-129.32670670442593
4,-57.175500000000284,73.6471621170356,16.471662117035322,-130.8226621170359
5,-60.93730000000005,73.24612441669827,12.308824416698215,-134.1834244166983
6,-61.49170000000004,75.82964186506489,14.337941865064849,-137.32134186506494
7,-60.11499999999978,74.76989294698856,14.654892946988781,-134.88489294698834
8,-60.8159999999998,74.68332816003146,13.867328160031661,-135.49932816003127
9,-61.309999999999945,74.7189359470603,13.408935947060357,-136.02893594706023
10,-65.9956000000002,75.66744505646864,9.671845056468442,-141.66304505646883
11,-64.26319999999987,72.45263560072183,8.189435600721964,-136.7158356007217
12,-66.27610000000004,75.56804419757718,9.291944197577138,-141.84414419757724
13,-67.91130000000021,76.1314858267642,8.220185826763995,-144.04278582676443
14,-70.6896999999999,78.40223185566649,7.712531855666583,-149.0919318556664
15,-69.9390000000003,79.74233148341993,9.803331483419626,-149.68133148342025
16,-75.32299999999987,80.50732952985271,5.184329529852846,-155.83032952985258
17,-74.70870000000014,83.39729600587381,8.688596005873677,-158.10599600587395
18,-76.72409999999991,85.876253589286,9.152153589286087,-162.6003535892859
19,-80.25570000000016,87.1925216036183,6.936821603618142,-167.44822160361846
20,-82.66699999999992,90.13784956854307,7.470849568543159,-172.80484956854298
21,-84.85480000000007,90.9260424974927,6.071242497492634,-175.78084249749276
22,-85.99200000000019,90.48210071268329,4.490100712683102,-176.47410071268348
23,-88.26539999999977,94.51966813208706,6.25426813208729,-182.78506813208685
24,-92.84130000000005,97.3480894632889,4.506789463288854,-190.18938946328893
25,-95.84180000000015,100.89141477610235,5.049614776102203,-196.7332147761025
26,-98.13889999999992,101.48956284395419,3.350662843954268,-199.6284628439541
27,-103.49239999999963,105.53327529996339,2.0408752999637585,-209.02567529996304
28,-103.18449999999984,106.79596642766253,3.611466427662691,-209.98046642766238
29,-108.39139999999998,109.88708521810825,1.495685218108278,-218.27848521810824
30,-110.57909999999993,111.2680216427174,0.6889216427174745,-221.84712164271733
31,-113.36000000000013,113.50787671595575,0.14787671595561847,-226.86787671595587
32,-116.76589999999987,120.50416288738877,3.738262887388899,-237.27006288738863
33,-119.9390000000003,121.76394908822279,1.824949088222482,-241.70294908822308
34,-124.47510000000011,127.63898931864432,3.163889318644209,-252.11408931864443
35,-127.82799999999997,126.93288417229712,-0.8951158277028526,-254.7608841722971
36,-129.6831000000002,129.4158180971584,-0.26728190284180187,-259.0989180971586
37,-131.13790000000017,131.39832663206064,0.26042663206047223,-262.5362266320608
38,-134.27930000000015,133.63799538344517,-0.6413046165549758,-267.9172953834453
39,-139.57000000000016,137.43082395701165,-2.1391760429885096,-277.0008239570118
40,-142.08239999999978,139.70281224740074,-2.3795877525990363,-281.7852122474005
41,-140.74879999999985,140.11785356087782,-0.6309464391220274,-280.8666535608777
42,-147.1833999999999,144.03513606272497,-3.148263937274919,-291.21853606272487
43,-146.79770000000008,143.4905362514347,-3.3071637485653866,-290.2882362514348
44,-149.2827000000002,148.37088561775184,-0.911814382248366,-297.653585617752
45,-146.95520000000033,151.36513785105637,4.409937851056043,-298.3203378510567
46,-151.37300000000005,156.31393102448925,4.940931024489203,-307.6869310244893
47,-150.0613000000003,155.0206363099397,4.9593363099394026,-305.08193630994003
48,-146.65210000000025,157.9501562776552,11.29805627765495,-304.60225627765544
49,-148.38459999999986,162.49352712188414,14.108927121884278,-310.878127121884
50,-150.34940000000006,163.3079486213707,12.958548621370653,-313.6573486213708
51,-150.1273000000001,166.7540770501798,16.626777050179697,-316.88137705017994
52,-152.6642999999999,168.74953566197743,16.08523566197752,-321.4138356619774
53,-151.54660000000013,175.16006378958394,23.613463789583818,-326.70666378958407
54,-151.0693000000001,175.52215455494533,24.45285455494522,-326.59145455494547
55,-154.41190000000006,177.14771951104592,22.73581951104586,-331.559619511046
56,-152.9326000000001,179.0059335256325,26.07333352563242,-331.9385335256326
57,-152.05150000000003,182.1291047389417,30.07760473894166,-334.1806047389417
58,-157.9394000000002,182.7046497133838,24.765249713383582,-340.644049713384
59,-157.23660000000018,183.98077475589156,26.74417475589138,-341.21737475589174
60,-162.3015000000005,190.60827868782195,28.306778687821463,-352.90977868782244
61,-163.44560000000047,191.48978561910158,28.044185619101114,-354.935385619102
62,-163.42240000000038,195.73032997840807,32.307929978407685,-359.15272997840844
63,-167.4953000000005,199.37267742317002,31.87737742316952,-366.8679774231705
64,-164.9395999999997,202.60382011223405,37.66422011223435,-367.5434201122338
65,-165.42540000000008,204.40159368808307,38.97619368808299,-369.8269936880831
66,-168.77530000000024,204.8755321596564,36.100232159656144,-373.6508321596566
67,-162.4438,205.26845164638647,42.82465164638646,-367.71225164638645
68,-166.1270000000004,208.80277410851156,42.67577410851115,-374.929774108512
69,-162.41599999999926,207.27797042172136,44.861970421722106,-369.6939704217206
70,-160.66999999999916,208.63687517892942,47.96687517893025,-369.3068751789286
71,-163.27949999999964,210.15030290984862,46.870802909848976,-373.42980290984826
72,-163.9335000000001,213.82900803404692,49.89550803404683,-377.762508034047
73,-157.3695000000007,220.72828720981872,63.35878720981802,-378.09778720981944
74,-159.7435999999998,225.88958679697035,66.14598679697056,-385.6331867969701
75,-161.66799999999967,234.88418207180706,73.2161820718074,-396.5521820718067
76,-161.77940000000035,244.18919046725162,82.40979046725127,-405.96859046725194
77,-148.48929999999928,261.77718863782343,113.28788863782415,-410.2664886378227
78,-141.91699999999946,272.58663261171574,130.66963261171628,-414.5036326117152
79,-133.4386999999997,293.8633580764653,160.42465807646562,-427.302058076465
80,-111.1289999999999,318.2227404749887,207.0937404749888,-429.3517404749886
81,-78.31830000000082,352.804675026573,274.4863750265722,-431.12297502657384
82,-35.32830000000013,388.4245260179981,353.096226017998,-423.75282601799825
83,22.02009999999973,436.3026309902767,458.32273099027645,-414.282530990277
84,92.76699999999983,506.5685235291703,599.3355235291701,-413.8015235291705
85,205.1229999999996,598.9655191852654,804.088519185265,-393.8425191852658
86,323.66799999999967,707.9017153342404,1031.56971533424,-384.23371533424074
87,471.52000000000044,838.4661355605306,1309.986135560531,-366.94613556053014
88,671.1130000000012,998.380721332049,1669.4937213320502,-327.2677213320478
89,907.902,1209.038020552348,2116.940020552348,-301.1360205523479
90,1230.9089999999997,1506.7389659278078,2737.6479659278075,-275.8299659278082
91,1607.9930000000004,1880.4390944061577,3488.4320944061583,-272.4460944061573
92,2018.7459999999992,2234.600621740198,4253.346621740197,-215.85462174019904
93,2403.3010000000013,2549.6800046485855,4952.981004648587,-146.3790046485842
94,2887.4120000000003,2994.3548307492433,5881.766830749244,-106.94283074924306
95,3518.7890000000007,3634.698171238919,7153.4871712389195,-115.90917123891813
96,4546.25,4648.799941175395,9195.049941175395,-102.54994117539536
97,6291.746999999999,6471.008640507189,12762.755640507188,-179.26164050718944
98,9557.787999999997,9672.12810716383,19229.916107163826,-114.34010716383273
