timestep,mean_diff,std_diff,mean_diff_plus_std,mean_diff_minus_std
0,4.948899999999867,65.72478929093725,70.67368929093712,-60.775889290937386
1,3.644999999999982,66.70862637517494,70.35362637517493,-63.06362637517496
2,1.106199999999717,65.55576348865037,66.66196348865009,-64.44956348865065
3,2.6872999999995955,66.27063458592423,68.95793458592382,-63.58333458592463
4,-0.3344999999999345,67.10247589824299,66.76797589824305,-67.43697589824292
5,-3.352600000000166,67.31266751626546,63.9600675162653,-70.66526751626563
6,-2.242899999999736,69.19552520473127,66.95262520473153,-71.438425204731
7,-4.2853000000000065,69.82209891969116,65.53679891969115,-74.10739891969116
8,-3.5112999999996646,69.35353199502045,65.84223199502078,-72.86483199502011
9,-3.531800000000203,71.54484535243891,68.01304535243871,-75.07664535243912
10,-2.269800000000032,71.88012531949332,69.61032531949328,-74.14992531949335
11,-1.0425000000000182,69.29521321576537,68.25271321576535,-70.33771321576539
12,0.08469999999988431,70.52102929235527,70.60572929235515,-70.43632929235538
13,-0.6127000000001317,71.2598105260417,70.64711052604157,-71.87251052604184
14,-1.5603000000000975,72.72359688300263,71.16329688300253,-74.28389688300273
15,-3.167500000000018,73.77316414869179,70.60566414869177,-76.94066414869181
16,-7.43080000000009,76.62361280506762,69.19281280506753,-84.05441280506771
17,-7.527299999999741,79.00140546425399,71.47410546425425,-86.52870546425373
18,-8.402300000000196,81.3106018813022,72.90830188130201,-89.7129018813024
19,-9.316899999999805,84.08385075889721,74.76695075889741,-93.40075075889702
20,-10.184099999999944,86.5319575678649,76.34785756786495,-96.71605756786484
21,-13.878999999999905,89.0442081763513,75.1652081763514,-102.92320817635121
22,-12.61239999999998,90.0228155434473,77.41041554344731,-102.63521554344727
23,-17.31770000000006,93.15599821632462,75.83829821632456,-110.47369821632468
24,-17.72490000000016,96.28399367618482,78.55909367618466,-114.00889367618498
25,-19.015899999999874,99.46581966999216,80.44991966999228,-118.48171966999203
26,-18.906999999999698,100.4480802206276,81.5410802206279,-119.3550802206273
27,-23.548299999999927,104.89957647019924,81.35127647019931,-128.44787647019916
28,-20.46329999999989,106.78228147830706,86.31898147830717,-127.24558147830695
29,-20.60460000000012,110.5086741162109,89.90407411621078,-131.11327411621102
30,-18.511399999999867,112.93757809355142,94.42617809355156,-131.4489780935513
31,-19.726599999999962,112.48470224036522,92.75810224036526,-132.21130224036517
32,-17.617899999999736,118.78028430148345,101.16238430148371,-136.39818430148318
33,-14.564700000000357,120.80491746427754,106.24021746427718,-135.3696174642779
34,-12.32970000000023,125.77717630189935,113.44747630189912,-138.10687630189958
35,-8.043199999999615,124.62562924298877,116.58242924298915,-132.66882924298838
36,-4.531400000000303,126.83169468333575,122.30029468333545,-131.36309468333604
37,-0.14750000000003638,130.2148813138479,130.06738131384787,-130.36238131384795
38,5.442599999999857,131.40781755445315,136.850417554453,-125.96521755445329
39,5.774400000000242,133.92848494050446,139.7028849405047,-128.15408494050422
40,11.32470000000012,134.98365408263479,146.3083540826349,-123.65895408263466
41,18.283900000000358,135.35280135936745,153.6367013593678,-117.06890135936709
42,18.514400000000023,138.91027624484806,157.4246762448481,-120.39587624484804
43,21.2811999999999,137.49491296410147,158.77611296410137,-116.21371296410157
44,27.611499999999978,142.52494410435392,170.1364441043539,-114.91344410435394
45,30.404399999999896,144.78426679140867,175.18866679140856,-114.37986679140877
46,33.115299999999934,148.64554437575956,181.7608443757595,-115.53024437575962
47,37.554699999999684,146.37211298813546,183.92681298813514,-108.81741298813577
48,45.13130000000001,148.64429996423172,193.77559996423173,-103.51299996423171
49,48.80690000000004,151.3456809028273,200.15258090282734,-102.53878090282726
50,50.88740000000007,151.33575520886225,202.22315520886232,-100.44835520886218
51,56.893499999999676,153.2710071219906,210.16450712199028,-96.37750712199093
52,55.76840000000038,153.49218636035863,209.260586360359,-97.72378636035825
53,61.53560000000016,159.6164730974252,221.15207309742536,-98.08087309742504
54,63.74589999999989,158.12887895381792,221.8747789538178,-94.38297895381803
55,65.4665,158.45897562107032,223.92547562107032,-92.99247562107033
56,69.83879999999999,158.07535033125973,227.91415033125972,-88.23655033125974
57,68.80619999999999,159.93530568448531,228.7415056844853,-91.12910568448532
58,68.92770000000019,158.94100576855564,227.86870576855583,-90.01330576855545
59,68.97739999999976,159.9477575371149,228.92515753711467,-90.97035753711515
60,61.70759999999973,165.06981881088024,226.77741881087996,-103.3622188108805
61,61.81489999999985,168.36358402001255,230.1784840200124,-106.5486840200127
62,59.632299999999304,171.74656637319322,231.37886637319252,-112.11426637319391
63,55.69920000000002,175.79811913239263,231.49731913239265,-120.09891913239261
64,54.10400000000027,178.71348115029764,232.8174811502979,-124.60948115029737
65,47.34259999999995,182.0759981332771,229.41859813327704,-134.73339813327715
66,44.3163999999997,182.89193092766695,227.20833092766665,-138.57553092766724
67,38.23099999999977,184.7229861253171,222.95398612531687,-146.49198612531734
68,32.79140000000007,189.43461742254107,222.22601742254113,-156.643217422541
69,24.943600000000515,192.2254643001921,217.16906430019262,-167.2818643001916
70,14.815600000000813,195.26356951953144,210.07916951953226,-180.44796951953063
71,4.5090000000000146,199.92937587646745,204.43837587646746,-195.42037587646743
72,-5.260000000000218,208.6390054182863,203.37900541828608,-213.89900541828652
73,-8.51550000000043,218.7131886871958,210.19768868719538,-227.22868868719624
74,-20.733900000000176,228.27914643758416,207.54524643758398,-249.01304643758434
75,-31.692000000000007,240.24606147228823,208.55406147228823,-271.93806147228827
76,-39.15300000000025,254.49047248947687,215.33747248947662,-293.6434724894771
77,-47.45259999999962,274.5205260622968,227.0679260622972,-321.97312606229644
78,-59.15430000000015,287.7800722190767,228.62577221907657,-346.93437221907686
79,-74.99139999999989,309.5094573292753,234.5180573292754,-384.50085732927516
80,-84.33699999999953,333.91217525614326,249.57517525614372,-418.2491752561428
81,-99.20550000000003,355.1635078405767,255.95800784057667,-454.3690078405767
82,-120.08500000000004,385.4606241902345,265.3756241902345,-505.54562419023455
83,-135.33050000000003,419.056353322262,283.72585332226197,-554.386853322262
84,-164.61499999999978,466.3154663679432,301.7004663679434,-630.9304663679429
85,-184.65300000000025,535.5870534594272,350.934053459427,-720.2400534594275
86,-213.3769999999986,617.3086324534612,403.9316324534626,-830.6856324534598
87,-264.4359999999997,729.384301045807,464.9483010458073,-993.8203010458067
88,-328.137999999999,871.1443023753754,543.0063023753764,-1199.2823023753745
89,-435.2440000000006,1058.6193120591688,623.3753120591682,-1493.8633120591694
90,-603.9670000000006,1337.1415858161324,733.1745858161319,-1941.108585816133
91,-801.3279999999995,1694.5934133863618,893.2654133863623,-2495.9214133863616
92,-897.1110000000008,2103.1285249438665,1206.0175249438657,-3000.2395249438673
93,-818.3689999999988,2528.8902215934977,1710.521221593499,-3347.2592215934965
94,-608.637999999999,3061.8112042141984,2453.1732042141994,-3670.4492042141974
95,-631.8559999999998,3778.6083599975086,3146.752359997509,-4410.464359997508
96,-1034.7070000000022,4857.752749185368,3823.045749185366,-5892.45974918537
97,-2317.6799999999967,6686.558383733645,4368.878383733649,-9004.238383733642
