timestep,mean_diff,std_diff,mean_diff_plus_std,mean_diff_minus_std
0,-26.49250000000029,70.21011824885586,43.71761824885557,-96.70261824885615
1,-27.56580000000031,71.5268564731507,43.96105647315039,-99.09265647315101
2,-29.71190000000024,71.66515355345426,41.95325355345402,-101.3770535534545
3,-27.857500000000073,73.23995550067055,45.382455500670474,-101.09745550067062
4,-29.795399999999972,73.44759092715977,43.65219092715979,-103.24299092715974
5,-28.777400000000398,74.31334916684631,45.53594916684591,-103.0907491668467
6,-27.69529999999986,76.28519524383708,48.58989524383722,-103.98049524383694
7,-25.5304000000001,77.84442904866349,52.314029048663386,-103.37482904866359
8,-22.617399999999634,76.03388044602161,53.41648044602198,-98.65128044602125
9,-20.696300000000065,76.38209572226624,55.68579572226618,-97.07839572226631
10,-21.310599999999795,76.89089684097851,55.58029684097872,-98.20149684097831
11,-18.679999999999836,74.87371515783056,56.193715157830724,-93.5537151578304
12,-19.75630000000001,74.76209823303084,55.00579823303083,-94.51839823303085
13,-18.595900000000256,75.45578785810568,56.859887858105424,-94.05168785810594
14,-20.94329999999991,75.979975330021,55.0366753300211,-96.92327533002091
15,-23.73050000000012,77.57375762110341,53.84325762110329,-101.30425762110353
16,-27.965799999999945,79.59546364863819,51.62966364863824,-107.56126364863813
17,-29.604199999999764,81.4034169299504,51.79921692995063,-111.00761692995016
18,-31.572000000000116,84.04090825405277,52.46890825405265,-115.61290825405288
19,-35.44930000000022,86.27141319912292,50.8221131991227,-121.72071319912314
20,-36.073799999999665,88.8336126334071,52.759812633407435,-124.90741263340676
21,-38.595000000000255,90.37976256659024,51.78476256658999,-128.9747625665905
22,-39.76440000000002,90.61917731516377,50.854777315163744,-130.3835773151638
23,-44.00520000000006,94.987508753287,50.982308753286944,-138.99270875328705
24,-45.30589999999984,96.75321207050699,51.44731207050715,-142.05911207050684
25,-47.28690000000006,100.15930794829679,52.872407948296726,-147.44620794829683
26,-46.68159999999989,101.21485439136849,54.5332543913686,-147.89645439136837
27,-50.66769999999997,105.38750172366818,54.71980172366821,-156.05520172366815
28,-48.110299999999825,107.21142474151537,59.10112474151555,-155.3217247415152
29,-45.66579999999976,110.14775030966815,64.48195030966839,-155.8135503096679
30,-40.0333999999998,111.23232211490912,71.19892211490932,-151.26572211490893
31,-36.68600000000015,111.9602919639999,75.27429196399974,-148.64629196400006
32,-31.659400000000005,117.32007181152976,85.66067181152975,-148.97947181152978
33,-24.157700000000204,119.36208143947928,95.20438143947908,-143.5197814394795
34,-19.939700000000357,124.58524861166937,104.64554861166901,-144.52494861166974
