timestep,mean_diff,std_diff,mean_diff_plus_std,mean_diff_minus_std
0,-17.29150000000027,72.41695429155817,55.1254542915579,-89.70845429155844
1,-16.29150000000027,73.24137064218897,56.9498706421887,-89.53287064218924
2,-18.911600000000362,72.58995479072345,53.67835479072309,-91.50155479072382
3,-16.0942,73.12866219715171,57.03446219715171,-89.22286219715171
4,-18.724099999999908,74.22328026618806,55.49918026618815,-92.94738026618796
5,-18.451900000000023,76.17923279629177,57.72733279629175,-94.6311327962918
6,-15.993099999999686,77.21844403733978,61.22534403734009,-93.21154403733946
7,-13.826599999999871,76.13362116703543,62.30702116703556,-89.9602211670353
8,-12.896799999999985,76.97228644803826,64.07548644803828,-89.86908644803825
9,-11.316400000000158,76.12409369934868,64.80769369934852,-87.44049369934883
10,-11.879199999999855,76.72009978708975,64.8408997870899,-88.5992997870896
11,-9.003499999999804,75.19730289596073,66.19380289596093,-84.20080289596054
12,-9.094299999999748,76.14582990782658,67.05152990782683,-85.24012990782633
13,-9.109800000000178,75.58015715774081,66.47035715774064,-84.68995715774099
14,-9.669600000000173,78.53073157771166,68.86113157771149,-88.20033157771184
15,-11.340599999999995,79.10885383835364,67.76825383835364,-90.44945383835363
16,-14.856699999999819,81.49219367202248,66.63549367202266,-96.3488936720223
17,-15.772500000000036,83.26420559142963,67.4917055914296,-99.03670559142967
18,-14.256600000000162,88.05495982501445,73.79835982501429,-102.31155982501461
19,-15.915899999999965,89.05527223458994,73.13937223458997,-104.9711722345899
20,-17.973399999999856,92.47776663791291,74.50436663791305,-110.45116663791276
21,-19.451500000000124,94.4927675635488,75.04126756354867,-113.94426756354892
22,-18.38259999999991,93.31011667314931,74.9275166731494,-111.69271667314922
23,-20.061299999999846,100.07460622244274,80.01330622244289,-120.13590622244259
24,-24.209199999999782,103.17480673070389,78.96560673070411,-127.38400673070367
25,-25.047099999999773,107.19072036453075,82.14362036453097,-132.23782036453053
26,-25.36429999999973,107.06892300553788,81.70462300553815,-132.43322300553763
27,-29.29469999999992,112.55200912400407,83.25730912400415,-141.846709124004
28,-26.085700000000088,113.27048090981708,87.184780909817,-139.35618090981717
29,-28.13760000000002,118.052508895461,89.91490889546098,-146.19010889546104
30,-28.935399999999845,118.34581053155199,89.41041053155215,-147.28121053155184
31,-27.808100000000195,119.52299167557679,91.7148916755766,-147.331091675577
32,-24.738800000000083,128.18106103024292,103.44226103024283,-152.919861030243
33,-22.67560000000003,127.18047444116924,104.5048744411692,-149.85607444116926
34,-22.55390000000034,131.88388452444255,109.32998452444221,-154.4377845244429
35,-15.620899999999892,130.64309010124836,115.02219010124847,-146.26399010124825
36,-12.91130000000021,133.46973726011225,120.55843726011204,-146.38103726011246
37,-9.54910000000018,136.5315669950694,126.98246699506922,-146.08066699506958
38,-1.8364999999998872,139.29131183403737,137.45481183403749,-141.12781183403726
39,-1.2946999999999207,140.52921174332093,139.234511743321,-141.82391174332085
40,4.609899999999925,141.5377048660508,146.14760486605073,-136.92780486605088
41,15.365200000000186,142.17821779674867,157.54341779674886,-126.81301779674848
42,15.399899999999889,144.72607101103796,160.12597101103785,-129.32617101103807
43,22.89800000000014,144.43795881843872,167.33595881843885,-121.53995881843858
44,30.507500000000164,149.73697878419912,180.2444787841993,-119.22947878419896
45,36.82119999999986,153.3273712431453,190.14857124314517,-116.50617124314545
46,41.38499999999976,158.0233423278479,199.40834232784766,-116.63834232784814
47,47.08109999999988,155.4353201456715,202.5164201456714,-108.35422014567163
48,57.63229999999976,157.26245622969648,214.89475622969624,-99.63015622969672
49,63.53390000000036,161.29695198669688,224.83085198669724,-97.76305198669652
50,67.11480000000029,162.24631329836282,229.3611132983631,-95.13151329836253
51,71.56219999999985,163.2754273018019,234.83762730180175,-91.71322730180205
52,75.58670000000029,163.88719448713897,239.47389448713926,-88.30049448713868
53,81.06179999999995,170.2940919202129,251.35589192021285,-89.23229192021296
54,84.7560999999996,170.79949885368663,255.55559885368623,-86.04339885368702
55,85.44380000000001,171.7903178426028,257.2341178426028,-86.3465178426028
56,88.90869999999995,172.4549109112553,261.36361091125525,-83.54621091125534
57,89.24539999999979,174.75002005683461,263.9954200568344,-85.50462005683482
58,85.67569999999978,174.5558777789914,260.2315777789912,-88.88017777899162
59,82.63179999999966,175.41556464657435,258.047364646574,-92.7837646465747
60,76.80839999999989,180.3668532704695,257.1752532704694,-103.55845327046961
61,72.10719999999992,182.0592483336361,254.16644833363603,-109.95204833363618
62,66.03470000000016,185.12853827685996,251.1632382768601,-119.0938382768598
63,59.315700000000106,189.20341111116207,248.51911111116218,-129.88771111116196
64,55.652000000000044,190.22788452410256,245.8798845241026,-134.57588452410252
65,50.498099999999795,191.5772382924021,242.07533829240188,-141.0791382924023
66,42.8119999999999,191.43808794888258,234.25008794888248,-148.62608794888268
67,31.20219999999972,191.67991989380263,222.88211989380235,-160.4777198938029
68,20.300000000000182,194.67220791932783,214.972207919328,-174.37220791932765
69,8.690700000000106,194.97752404813227,203.66822404813237,-186.28682404813216
70,-6.985999999999876,195.38390443956635,188.39790443956647,-202.36990443956623
