timestep,mean,std,mean_plus_std,mean_minus_std,ci_upper,ci_lower
0,1658.751,38.30804,1697.059,1620.443,1666.2593525238037,1651.2426006011963
1,2466.1985,36.72758,2502.926,2429.471,2473.3970922088624,2458.9998804473876
2,3285.9075,62.013363,3347.921,3223.894,3298.062089828491,3273.752851577759
3,4118.043,94.67753,4212.7207,4023.3655,4136.599764312744,4099.486173187256
4,4964.556,130.04279,5094.599,4834.513,4990.0445383300785,4939.0677663574215
5,5824.425,166.56964,5990.9946,5657.855,5857.072454345703,5791.777155029297
6,6698.65,204.43692,6903.087,6494.213,6738.719538696289,6658.580265991211
7,7584.6333,243.44118,7828.0747,7341.192,7632.34777154541,7536.91883001709
8,8483.322,282.92627,8766.248,8200.396,8538.775814453125,8427.868716796875
9,9393.775,323.76846,9717.544,9070.007,9457.234009399413,9330.316771850587
10,10317.474,364.3734,10681.847,9953.101,10388.890821777344,10246.056443847656
11,11253.492,406.4335,11659.926,10847.059,11333.153153930663,11173.831221069337
12,12202.057,447.8568,12649.913,11754.2,12289.836575683594,12114.276705566406
13,13164.043,490.0124,13654.056,12674.03,13260.085397216797,13068.000540283203
14,14140.356,532.51166,14672.868,13607.845,14244.72873022461,14035.98416040039
15,15129.536,577.2795,15706.815,14552.257,15242.682910888672,15016.389354736328
16,16134.385,621.1245,16755.51,15513.26,16256.125169921876,16012.644361328124
17,17156.99,665.8856,17822.875,16491.105,17287.503815917968,17026.476652832032
18,18194.217,708.882,18903.1,17485.334,18333.157672607424,18055.275921142576
19,19249.781,754.0445,20003.826,18495.736,19397.573970947265,19101.988529052735
20,20320.898,799.4418,21120.34,19521.457,20477.589024902343,20164.207850097657
21,21410.133,848.6339,22258.768,20561.498,21576.46505908203,21243.80056591797
22,22519.58,897.7027,23417.283,21621.877,22695.529806884766,22343.630349365234
23,23647.445,947.5161,24594.96,22699.93,23833.158470703125,23461.732154296875
24,24794.484,1000.6132,25795.098,23793.871,24990.60456616211,24598.36418383789
25,25959.662,1052.7166,27012.379,24906.945,26165.994553710938,25753.329665039062
26,27145.66,1108.1162,28253.777,26037.543,27362.85093359375,26928.46937890625
27,28352.107,1164.0775,29516.186,27188.03,28580.266614746095,28123.948229003905
28,29577.027,1222.3184,30799.346,28354.709,29816.6017421875,29337.4529453125
29,30823.564,1281.3573,32104.922,29542.207,31074.71048388672,30572.41842236328
30,32090.498,1343.3179,33433.816,30747.18,32353.788349609375,31827.207744140625
31,33377.95,1405.261,34783.21,31972.688,33653.380372070314,33102.518065429686
32,34685.344,1467.614,36152.957,33217.73,34972.996096679686,34397.691403320314
33,36014.086,1529.6046,37543.69,34484.48,36313.88844189453,35714.28343310547
34,37364.234,1589.1598,38953.395,35775.074,37675.70969384765,37052.75905615235
35,38735.44,1653.4006,40388.844,37082.04,39059.50793066406,38411.37488183594
36,40128.875,1716.9926,41845.867,38411.883,40465.40554052735,39792.34445947265
37,41543.832,1778.2609,43322.094,39765.57,41892.37116064453,41195.29290185547
38,42977.934,1841.9642,44819.9,41135.97,43338.958583496096,42616.908604003904
39,44435.54,1903.5317,46339.07,42532.008,44808.631283203125,44062.446841796875
40,45916.73,1965.606,47882.336,43951.125,46301.989236328125,45531.471701171875
41,47421.395,2027.117,49448.51,45394.277,47818.70945214844,47024.07961035156
42,48952.5,2083.9355,51036.438,46868.562,49360.9513671875,48544.0486328125
43,50508.29,2143.8013,52652.09,48364.49,50928.47411132813,50088.10401367187
44,52090.676,2202.4734,54293.15,49888.203,52522.360565429684,51658.990997070316
45,53703.18,2260.451,55963.63,51442.73,54146.228069335935,53260.131305664065
46,55341.88,2317.5945,57659.473,53024.285,55796.12742480469,54887.63038769531
47,57010.39,2372.3176,59382.707,54638.074,57475.364879882814,56545.416370117186
48,58711.703,2427.4177,61139.12,56284.285,59187.476999023434,58235.929250976566
49,60444.47,2482.5466,62927.016,57961.92,60931.047889648435,59957.889610351565
50,62211.48,2536.6677,64748.15,59674.812,62708.667342773435,61714.293594726565
51,64014.676,2592.015,66606.69,61422.66,64522.71070019531,63506.64086230469
52,65854.97,2648.541,68503.51,63206.43,66374.0827890625,65335.8547109375
53,67733.07,2706.2822,70439.35,65026.79,68263.50162890625,67202.63899609375
54,69653.44,2762.768,72416.2,66890.67,70194.94004101562,69111.93495898438
55,71618.06,2819.1995,74437.266,68798.86,72170.62559472656,71065.49940527344
56,73629.92,2878.2249,76508.15,70751.695,74194.05394628906,73065.78980371094
57,75690.45,2936.5662,78627.016,72753.89,76266.02009277344,75114.88615722656
58,77805.39,2998.5054,80803.9,74806.88,78393.09767773437,77217.68357226563
59,79975.44,3062.122,83037.56,76913.31,80575.61342578125,79375.26157421875
60,82209.27,3128.0142,85337.29,79081.26,82822.36421289062,81596.18266210938
61,84510.69,3194.7002,87705.39,81315.984,85136.84873828125,83884.52626171875
62,86881.08,3262.8394,90143.914,83618.24,87520.59463867187,86241.56161132813
63,89329.41,3333.8867,92663.3,85995.516,89982.848046875,88675.964453125
64,91857.45,3405.267,95262.72,88452.19,92524.88547460937,91190.02077539063
65,94472.84,3480.4282,97953.27,90992.414,95155.00768164062,93790.67981835938
66,97180.4,3557.9653,100738.37,93622.43,97877.75964257812,96483.03723242188
67,99992.95,3639.1719,103632.125,96353.78,100706.2308125,99279.6754375
