timestep,mean,std,mean_plus_std,mean_minus_std,ci_upper,ci_lower
0,1636.1772,23.675234,1659.8525,1612.502,1640.8175919265748,1631.5369002609252
1,2401.3804,33.471333,2434.8518,2367.909,2407.9407522735596,2394.8199899139404
2,3182.5657,52.18994,3234.7556,3130.3757,3192.79490234375,3172.3364453125
3,3979.1772,73.60283,4052.78,3905.5745,3993.6034005737306,3964.7510916137694
4,4789.6133,94.37405,4883.9873,4695.2393,4808.110594329834,4771.115968170166
5,5613.9863,117.076805,5731.063,5496.9097,5636.93338192749,5591.03927432251
6,6451.7295,139.99358,6591.723,6311.736,6479.168233093262,6424.290751281738
7,7301.994,162.50378,7464.498,7139.49,7333.844882324219,7270.143398925781
8,8164.4043,186.29985,8350.704,7978.1045,8200.919067565917,8127.889526184082
9,9037.98,209.66121,9247.642,8828.319,9079.074065734863,8996.886871765137
10,9924.269,234.26472,10158.533,9690.004,9970.184440734864,9878.352668640136
11,10822.974,258.72665,11081.7,10564.247,10873.684057006836,10772.263208618164
12,11734.093,283.62476,12017.718,11450.468,11789.683225585937,11678.502321289063
13,12658.926,309.55652,12968.482,12349.369,12719.598858886719,12598.252703613281
14,13596.474,334.55786,13931.031,13261.916,13662.046973632812,13530.900291992188
15,14547.525,359.75247,14907.278,14187.772,14618.03687512207,14477.01390612793
16,15514.963,385.28122,15900.244,15129.682,15590.478009643555,15439.447771606445
17,16499.377,412.01733,16911.395,16087.359,16580.132350585936,16418.621555664064
18,17501.004,439.02487,17940.03,17061.979,17587.052781127928,17414.955031372072
19,18519.727,467.10315,18986.83,18052.623,18611.278779785156,18428.174345214844
20,19556.193,496.4181,20052.611,19059.775,19653.491305175783,19458.895413574217
21,20610.598,525.87445,21136.473,20084.723,20713.669048583983,20507.526263916017
22,21685.777,554.7595,22240.537,21131.018,21794.510209960936,21577.044477539064
23,22777.623,584.4907,23362.113,22193.133,22892.183228515623,22663.062865234377
24,23888.117,616.1129,24504.23,23272.004,24008.875318847655,23767.359056152345
25,25015.72,648.17505,25663.896,24367.545,25142.76301269531,24888.67839355469
26,26161.713,680.6789,26842.393,25481.033,26295.125953857423,26028.299827392577
27,27324.99,715.02606,28040.016,26609.965,27465.1353425293,27184.8451262207
28,28505.39,749.25604,29254.646,27756.135,28652.24480932617,28358.53644067383
29,29702.744,782.6787,30485.422,28920.066,29856.14916796875,29549.33911328125
30,30915.188,815.8421,31731.03,30099.346,31075.092552001952,30755.282447998048
31,32143.355,851.51,32994.867,31291.846,32310.251430664062,31976.459506835938
32,33389.35,883.0118,34272.363,32506.34,33562.421871337894,33216.281253662106
33,34654.17,916.1563,35570.33,33738.016,34833.73851196289,34474.60523803711
34,35937.637,948.42566,36886.062,34989.21,36123.52814794922,35751.74528955078
35,37241.934,981.0113,38222.945,36260.92,37434.21180688476,37049.65538061524
36,38566.88,1011.4856,39578.363,37555.395,38765.13008300781,38368.62772949219
37,39911.477,1044.2217,40955.7,38867.254,40116.14401171875,39706.80911328125
38,41278.207,1075.3777,42353.586,40202.83,41488.98105761719,41067.43300488281
39,42667.285,1107.4973,43774.78,41559.79,42884.354629882815,42450.215682617185
40,44077.14,1139.8296,45216.97,42937.312,44300.54722460938,43853.73402539062
41,45511.05,1170.9933,46682.043,44340.06,45740.56546533203,45281.53609716797
42,46969.066,1202.8973,48171.965,45766.168,47204.834284667966,46733.298527832034
43,48451.375,1233.3643,49684.74,47218.01,48693.11439453125,48209.63560546875
44,49957.25,1263.9629,51221.21,48693.29,50204.9867265625,49709.5132734375
45,51491.08,1294.5339,52785.613,50196.543,51744.806776367186,51237.349473632814
46,53052.22,1323.4539,54375.67,51728.766,53311.61570605469,52792.82179394531
47,54642.316,1350.0491,55992.367,53292.266,54906.92602441406,54377.70678808594
48,56262.23,1376.5092,57638.74,54885.723,56532.026263183594,55992.434674316406
49,57914.086,1404.5747,59318.66,56509.51,58189.38258007813,57638.78929492187
50,59600.145,1431.033,61031.176,58169.113,59880.626991210935,59319.662071289065
51,61322.145,1456.7668,62778.91,59865.38,61607.67083300781,61036.61822949219
52,63083.01,1481.1284,64564.14,61601.883,63373.31288867188,62792.71054882812
53,64883.746,1505.1354,66388.88,63378.61,65178.752627441405,64588.739560058595
54,66726.74,1528.7548,68255.5,65197.99,67026.37812060547,66427.10625439453
55,68615.96,1549.8917,70165.85,67066.07,68919.73971533203,68312.18215966797
56,70550.76,1570.5977,72121.36,68980.16,70858.594953125,70242.920671875
57,72537.97,1591.6467,74129.62,70946.32,72849.93150878906,72226.00599121094
58,74579.33,1610.2751,76189.6,72969.055,74894.94205371094,74263.71419628906
59,76678.26,1628.7347,78306.99,75049.52,76997.48982177734,76359.02580322266
60,78840.05,1645.9949,80486.04,77194.055,79162.66187011718,78517.43187988282
61,81067.31,1664.0332,82731.34,79403.28,81393.4630078125,80741.1619921875
62,83364.02,1679.7173,85043.74,81684.305,83693.24802539063,83034.79884960937
63,85734.92,1695.5148,87430.44,84039.41,86067.24277001953,85402.60097998047
64,88188.74,1709.0609,89897.805,86479.68,88523.71812646484,87853.76624853516
65,90726.65,1724.7278,92451.375,89001.92,91064.69508300781,90388.60179199219
66,93355.67,1737.9775,95093.65,91617.695,93696.31547265625,93015.02827734375
67,96084.27,1753.2653,97837.54,94331.01,96427.91342822266,95740.63344677734
68,98920.1,1767.3854,100687.484,97152.72,99266.50909619141,98573.69402880859
69,101868.66,1783.9973,103652.66,100084.66,102218.31972363281,101518.99277636719
70,104940.12,1800.7893,106740.91,103139.33,105293.07189160156,104587.16248339844
71,108139.58,1819.5969,109959.17,106319.984,108496.21912207031,107782.93712792969
72,111483.36,1842.1327,113325.49,109641.23,111844.41738232422,111122.30136767578
73,114975.03,1869.2236,116844.26,113105.805,115341.39908203125,114608.66341796875
74,118619.04,1901.6925,120520.734,116717.34,118991.77079345704,118246.30733154296
75,122434.08,1938.7349,124372.81,120495.34,122814.07015820312,122054.08609179688
76,126426.98,1983.8939,128410.87,124443.086,126815.8197709961,126038.1333540039
77,130613.73,2030.5847,132644.31,128583.14,131011.72116699218,130215.73195800782
78,135006.77,2086.9478,137093.72,132919.81,135415.80738476562,134597.72386523438
79,139622.0,2149.6787,141771.67,137472.33,140043.33702734375,139200.66297265625
